client_id,month,revenue,traffic_gb,n_tickets,debt,n_sim
CL000001,2024-03,1851392.66,1705.6,0,0.0,72
CL000002,2024-03,2108438.55,2222.7,0,0.0,108
CL000003,2024-03,51452.82,54.4,1,0.0,11
CL000006,2024-03,141970.17,130.8,0,0.0,24
CL000007,2024-03,183294.5,162.5,0,0.0,10
CL000008,2024-03,403993.59,370.1,0,0.0,46
CL000010,2024-03,100892.52,102.5,1,0.0,17
CL000013,2024-03,100435.27,109.0,0,0.0,21
CL000014,2024-03,195470.56,238.7,1,0.0,10
CL000015,2024-03,111980.63,115.5,0,0.0,12
CL000016,2024-03,114395.21,95.5,0,0.0,6
CL000017,2024-03,1032087.28,1217.0,1,1483.19,129
CL000021,2024-03,439022.49,630.1,0,0.0,50
CL000025,2024-03,220486.21,237.3,1,0.0,235
CL000026,2024-03,560293.47,505.2,0,971.56,61
CL000028,2024-03,137276.16,140.9,0,0.0,14
CL000030,2024-03,782404.67,808.0,0,0.0,269
CL000031,2024-03,94861.8,96.8,1,0.0,9
CL000033,2024-03,85150.38,77.7,0,0.0,5
CL000034,2024-03,529830.65,494.2,0,0.0,77
CL000036,2024-03,592488.89,550.7,0,0.0,285
CL000037,2024-03,41794.11,40.6,0,0.0,21
CL000038,2024-03,43001.42,53.2,2,0.0,18
CL000039,2024-03,621639.95,585.2,0,0.0,121
CL000040,2024-03,211382.18,137.5,0,0.0,9
CL000041,2024-03,143183.94,153.6,0,0.0,21
CL000044,2024-03,710121.27,624.5,0,0.0,289
CL000045,2024-03,522269.72,529.6,0,0.0,58
CL000046,2024-03,554906.69,442.7,0,0.0,224
CL000047,2024-03,382370.12,359.3,0,0.0,183
CL000052,2024-03,590117.08,578.6,0,1885.94,115
CL000053,2024-03,202893.04,230.0,0,0.0,9
CL000054,2024-03,368592.65,311.4,1,0.0,170
CL000055,2024-03,242297.1,216.9,0,0.0,21
CL000057,2024-03,636220.7,606.6,0,0.0,135
CL000058,2024-03,44732.18,50.9,0,0.0,24
CL000060,2024-03,146926.84,155.3,0,0.0,10
CL000061,2024-03,821651.78,883.0,0,0.0,126
CL000062,2024-03,142491.01,138.0,0,0.0,17
CL000063,2024-03,25909.97,22.1,4,0.0,5
CL000064,2024-03,494494.45,550.2,0,0.0,175
CL000066,2024-03,52578.48,45.9,0,0.0,20
CL000067,2024-03,127717.89,133.7,2,2124.1,14
CL000069,2024-03,622590.15,645.4,0,0.0,150
CL000070,2024-03,121492.66,121.8,0,0.0,162
CL000072,2024-03,503763.39,522.2,0,0.0,274
CL000073,2024-03,720594.0,659.0,0,0.0,262
CL000074,2024-03,1026086.56,943.7,1,0.0,53
CL000076,2024-03,49045.91,60.2,0,0.0,16
CL000079,2024-03,293859.94,343.0,0,0.0,216
CL000085,2024-03,1340680.9,1024.8,0,0.0,259
CL000086,2024-03,198333.09,210.1,0,0.0,6
CL000090,2024-03,95333.15,124.6,0,0.0,8
CL000092,2024-03,144299.52,160.8,0,0.0,16
CL000093,2024-03,71217.98,67.0,1,0.0,11
CL000096,2024-03,198553.61,202.9,0,0.0,20
CL000097,2024-03,179884.79,200.8,0,0.0,9
CL000098,2024-03,50758.12,40.7,0,0.0,11
CL000099,2024-03,529787.39,584.2,0,0.0,30
CL000100,2024-03,152886.4,154.3,1,0.0,11
CL000101,2024-03,83115.07,80.1,0,0.0,5
CL000102,2024-03,98645.39,109.5,0,0.0,15
CL000104,2024-03,110423.24,104.1,1,0.0,14
CL000106,2024-03,175536.78,178.7,1,0.0,26
CL000110,2024-03,652843.71,691.6,0,0.0,200
CL000111,2024-03,93996.54,98.6,0,0.0,15
CL000112,2024-03,1177551.22,1125.4,0,0.0,288
CL000113,2024-03,182491.86,184.2,0,0.0,13
CL000114,2024-03,82451.45,82.1,0,0.0,22
CL000117,2024-03,237650.28,184.7,0,0.0,20
CL000118,2024-03,316710.3,241.6,0,0.0,13
CL000119,2024-03,82189.19,84.1,1,0.0,15
CL000126,2024-03,129258.56,153.0,0,0.0,15
CL000128,2024-03,183815.27,199.0,3,1915.51,78
CL000129,2024-03,530105.8,553.9,0,0.0,43
CL000132,2024-03,93932.93,110.9,0,0.0,15
CL000133,2024-03,140440.58,156.2,1,0.0,19
CL000134,2024-03,94587.29,90.5,0,0.0,12
CL000135,2024-03,188593.7,154.5,0,0.0,11
CL000136,2024-03,82066.51,69.6,0,0.0,14
CL000138,2024-03,69803.2,77.1,0,0.0,20
CL000144,2024-03,574323.94,462.6,0,0.0,52
CL000145,2024-03,101891.08,120.3,0,0.0,10
CL000148,2024-03,1794406.25,1304.3,0,0.0,159
CL000150,2024-03,88183.64,95.9,0,0.0,21
CL000152,2024-03,83018.22,87.4,1,0.0,18
CL000154,2024-03,38228.82,45.4,0,0.0,11
CL000157,2024-03,728907.48,592.2,0,0.0,233
CL000161,2024-03,440063.72,453.6,1,0.0,174
CL000162,2024-03,1765957.33,1950.2,0,0.0,231
CL000163,2024-03,122167.68,124.4,1,0.0,16
CL000164,2024-03,231725.36,247.9,0,0.0,15
CL000165,2024-03,277134.86,228.6,0,0.0,19
CL000166,2024-03,163052.59,174.3,1,0.0,18
CL000167,2024-03,76232.92,81.1,0,16.03,23
CL000168,2024-03,1225938.91,1413.0,0,0.0,212
CL000169,2024-03,440185.52,413.7,0,0.0,122
CL000170,2024-03,276661.36,361.9,0,0.0,14
CL000172,2024-03,301551.38,300.4,0,0.0,25
CL000174,2024-03,109845.93,122.8,0,0.0,5
CL000178,2024-03,26877.2,32.1,0,0.0,21
CL000179,2024-03,549779.76,571.7,0,0.0,139
CL000180,2024-03,2156381.55,2765.0,0,0.0,147
CL000181,2024-03,131202.94,142.6,0,0.0,8
CL000183,2024-03,235689.81,218.5,2,0.0,182
CL000185,2024-03,95780.61,113.2,0,0.0,23
CL000186,2024-03,302478.33,342.6,0,0.0,211
CL000189,2024-03,123856.71,121.4,0,0.0,15
CL000190,2024-03,1203242.23,1352.3,0,1049.24,56
CL000191,2024-03,437526.8,448.7,0,0.0,152
CL000192,2024-03,182275.41,181.4,0,0.0,24
CL000193,2024-03,84194.12,74.5,0,0.0,18
CL000196,2024-03,134409.07,158.9,0,0.0,9
CL000197,2024-03,372526.78,354.0,0,0.0,100
