client_id,month,revenue,traffic_gb,n_tickets,debt,n_sim
CL000001,2026-05,1258464.75,1242.5,0,0.0,74
CL000004,2026-05,120638.72,139.7,0,0.0,15
CL000008,2026-05,648154.16,714.7,0,0.0,54
CL000013,2026-05,82860.51,85.4,0,0.0,22
CL000015,2026-05,150316.99,169.7,2,517.34,12
CL000017,2026-05,1229162.82,1259.8,1,0.0,117
CL000018,2026-05,3513.99,3.8,3,0.0,2
CL000019,2026-05,927310.11,664.4,0,0.0,227
CL000021,2026-05,221632.79,238.9,0,0.0,49
CL000024,2026-05,735779.93,958.7,0,0.0,179
CL000025,2026-05,199457.2,268.2,0,0.0,218
CL000026,2026-05,744821.95,694.0,0,0.0,64
CL000028,2026-05,123684.53,149.4,0,415.24,14
CL000030,2026-05,711086.72,616.6,0,0.0,260
CL000031,2026-05,93129.86,107.0,0,0.0,9
CL000034,2026-05,352547.62,299.0,0,0.0,80
CL000037,2026-05,40738.4,41.3,0,0.0,20
CL000041,2026-05,154087.02,165.5,0,0.0,20
CL000043,2026-05,74342.08,76.5,0,0.0,17
CL000044,2026-05,804757.23,815.2,0,0.0,261
CL000046,2026-05,532172.24,595.4,1,0.0,235
CL000048,2026-05,255211.16,195.4,0,0.0,86
CL000051,2026-05,380644.38,334.6,0,0.0,119
CL000052,2026-05,684897.36,829.5,0,0.0,119
CL000055,2026-05,231692.25,212.7,0,0.0,19
CL000056,2026-05,320655.63,413.0,0,0.0,212
CL000057,2026-05,1117012.87,1208.5,0,0.0,136
CL000059,2026-05,111500.86,116.5,2,0.0,21
CL000061,2026-05,705850.76,585.5,0,0.0,126
CL000062,2026-05,110415.93,133.2,1,0.0,18
CL000064,2026-05,345734.44,462.8,1,0.0,160
CL000066,2026-05,21579.21,14.3,0,0.0,18
CL000068,2026-05,1340747.04,1332.8,0,0.0,181
CL000071,2026-05,14839.86,20.1,0,0.0,62
CL000073,2026-05,662947.85,554.4,0,0.0,283
CL000075,2026-05,737.46,0.6,1,1204.81,4
CL000076,2026-05,77580.49,81.8,0,0.0,19
CL000077,2026-05,15708.59,17.1,1,1031.19,84
CL000079,2026-05,316383.29,328.5,0,0.0,214
CL000080,2026-05,585547.04,519.8,0,0.0,191
CL000082,2026-05,526200.67,345.5,0,0.0,134
CL000083,2026-05,27952.31,32.1,1,0.0,100
CL000084,2026-05,469559.55,432.1,0,0.0,149
CL000085,2026-05,1768987.75,1479.4,0,0.0,251
CL000087,2026-05,117642.82,113.3,0,0.0,9
CL000090,2026-05,48707.38,64.8,2,0.0,7
CL000091,2026-05,71379.06,58.6,0,0.0,14
CL000093,2026-05,65886.18,77.4,0,0.0,12
CL000094,2026-05,3587.53,3.8,3,1692.88,11
CL000095,2026-05,10111.25,9.5,2,0.0,19
CL000096,2026-05,229230.8,224.3,0,0.0,21
CL000099,2026-05,501288.33,409.7,1,0.0,31
CL000101,2026-05,120090.62,138.0,0,0.0,5
CL000102,2026-05,88183.86,80.8,0,0.0,14
CL000103,2026-05,242659.76,248.0,0,0.0,18
CL000105,2026-05,257052.42,253.0,0,0.0,7
CL000106,2026-05,190417.19,174.1,0,0.0,22
CL000108,2026-05,73145.31,88.0,2,0.0,22
CL000110,2026-05,902917.94,849.1,0,0.0,198
CL000112,2026-05,699153.64,728.0,1,0.0,313
CL000116,2026-05,623274.91,514.2,0,0.0,156
CL000119,2026-05,79629.44,76.7,0,0.0,15
CL000120,2026-05,406510.85,389.7,0,0.0,74
CL000121,2026-05,58219.66,62.3,1,0.0,9
CL000122,2026-05,439706.72,434.2,0,0.0,239
CL000124,2026-05,481030.04,598.5,0,0.0,87
CL000125,2026-05,185496.98,180.6,0,0.0,7
CL000126,2026-05,119601.91,129.4,0,0.0,16
CL000127,2026-05,69684.09,52.7,0,0.0,6
CL000129,2026-05,427511.1,339.5,0,0.0,44
CL000131,2026-05,2464.97,2.9,2,2123.91,3
CL000133,2026-05,191421.89,186.8,0,0.0,18
CL000136,2026-05,10614.68,12.7,0,0.0,2
CL000140,2026-05,115516.67,133.0,0,0.0,24
CL000142,2026-05,124212.78,125.6,0,0.0,12
CL000145,2026-05,72153.14,66.0,0,0.0,8
CL000148,2026-05,1697543.63,2208.8,1,0.0,162
CL000151,2026-05,246562.12,321.4,0,0.0,10
CL000152,2026-05,120379.91,94.8,1,0.0,17
CL000153,2026-05,85505.12,95.7,0,0.0,22
CL000156,2026-05,65227.6,85.5,1,0.0,17
CL000158,2026-05,516501.69,588.2,0,0.0,213
CL000159,2026-05,102314.6,109.1,0,0.0,14
CL000160,2026-05,104939.68,124.7,0,0.0,22
CL000167,2026-05,93999.23,104.9,0,0.0,24
CL000168,2026-05,1088596.71,827.2,0,0.0,228
CL000171,2026-05,714895.8,740.9,0,0.0,161
CL000172,2026-05,306736.58,358.3,0,0.0,25
CL000173,2026-05,497303.43,545.2,0,0.0,266
CL000174,2026-05,92845.18,93.9,1,0.0,5
CL000175,2026-05,665243.73,620.1,1,0.0,232
CL000176,2026-05,165276.62,120.8,0,0.0,21
CL000177,2026-05,23227.28,23.8,0,0.0,20
CL000180,2026-05,1938236.8,1853.6,0,0.0,146
CL000182,2026-05,66017.39,75.9,0,0.0,14
CL000183,2026-05,271383.05,335.1,2,0.0,181
CL000184,2026-05,801482.67,770.2,0,0.0,152
CL000185,2026-05,54247.42,56.2,0,0.0,24
CL000187,2026-05,132610.61,134.5,0,0.0,20
CL000188,2026-05,286434.06,246.4,0,0.0,283
