client_id,month,revenue,traffic_gb,n_tickets,debt,n_sim
CL000001,2025-06,1523650.7,1072.8,1,0.0,66
CL000002,2025-06,636530.68,730.3,0,0.0,76
CL000004,2025-06,105369.14,104.7,0,0.0,15
CL000006,2025-06,127406.8,84.9,0,0.0,25
CL000007,2025-06,268846.68,282.5,0,0.0,10
CL000008,2025-06,511859.89,497.4,0,0.0,50
CL000012,2025-06,38347.48,30.4,1,0.0,7
CL000013,2025-06,102174.9,88.0,0,0.0,23
CL000014,2025-06,18219.2,22.5,1,0.0,3
CL000015,2025-06,168849.22,147.7,1,0.0,12
CL000016,2025-06,118460.46,101.3,0,0.0,7
CL000017,2025-06,1088325.85,1044.3,0,0.0,133
CL000020,2025-06,184484.78,168.8,1,876.59,90
CL000021,2025-06,286589.13,223.9,0,0.0,43
CL000022,2025-06,1331306.54,1351.5,1,0.0,199
CL000023,2025-06,44365.84,49.8,0,0.0,9
CL000024,2025-06,979087.84,918.0,0,0.0,168
CL000025,2025-06,236531.27,219.0,0,0.0,229
CL000026,2025-06,598800.01,612.4,1,0.0,65
CL000027,2025-06,8920.75,11.5,1,0.0,3
CL000028,2025-06,122260.14,102.6,0,0.0,14
CL000030,2025-06,782157.46,719.3,0,0.0,277
CL000031,2025-06,78143.95,100.1,0,0.0,10
CL000032,2025-06,10092.0,11.6,1,0.0,6
CL000033,2025-06,45365.36,39.6,1,0.0,3
CL000034,2025-06,426095.14,457.2,0,0.0,81
CL000036,2025-06,477878.1,477.1,0,0.0,243
CL000037,2025-06,39627.07,34.7,0,0.0,21
CL000038,2025-06,85391.51,81.0,1,1202.64,15
CL000039,2025-06,613050.82,681.5,0,0.0,123
CL000040,2025-06,62988.35,73.3,3,0.0,5
CL000041,2025-06,130475.28,135.6,0,0.0,21
CL000042,2025-06,216181.17,235.6,1,0.0,46
CL000044,2025-06,872985.63,697.6,0,0.0,274
CL000045,2025-06,475875.79,391.5,0,0.0,59
CL000046,2025-06,548065.03,571.0,1,0.0,224
CL000047,2025-06,283951.66,237.5,1,0.0,181
CL000048,2025-06,144742.51,137.9,0,0.0,91
CL000051,2025-06,482203.19,552.4,0,0.0,110
CL000052,2025-06,758423.72,665.3,0,0.0,115
CL000054,2025-06,5093.41,5.2,1,0.0,106
CL000055,2025-06,242290.33,284.3,0,0.0,20
CL000056,2025-06,298606.13,356.7,0,0.0,210
CL000057,2025-06,643221.19,526.3,0,0.0,125
CL000058,2025-06,67523.63,65.8,0,0.0,23
CL000059,2025-06,118328.84,98.8,0,0.0,20
CL000061,2025-06,652703.0,667.0,1,0.0,125
CL000062,2025-06,109831.42,95.0,0,0.0,18
CL000064,2025-06,292530.81,352.7,0,0.0,162
CL000065,2025-06,73034.76,67.0,0,0.0,20
CL000066,2025-06,29517.45,29.2,0,0.0,17
CL000069,2025-06,305074.95,276.7,0,0.0,153
CL000070,2025-06,14884.27,13.8,1,0.0,116
CL000073,2025-06,806369.68,713.1,1,0.0,294
CL000074,2025-06,1221754.1,1125.1,0,0.0,54
CL000075,2025-06,83196.97,98.5,0,0.0,9
CL000076,2025-06,47058.13,54.0,0,0.0,17
CL000078,2025-06,937853.35,897.3,1,0.0,100
CL000079,2025-06,323115.46,334.6,0,0.0,207
CL000080,2025-06,727728.21,718.8,0,0.0,194
CL000082,2025-06,482810.55,286.3,0,0.0,130
CL000084,2025-06,376573.65,305.1,0,0.0,153
CL000085,2025-06,1398195.85,1281.7,0,0.0,245
CL000090,2025-06,59368.56,77.3,0,0.0,7
CL000091,2025-06,74047.01,64.5,0,0.0,15
CL000092,2025-06,133708.0,114.9,0,0.0,15
CL000093,2025-06,68312.71,70.9,0,0.0,11
CL000096,2025-06,225227.81,227.5,0,0.0,23
CL000097,2025-06,160671.45,148.9,0,0.0,10
CL000098,2025-06,2185.42,2.5,0,0.0,4
CL000099,2025-06,422223.87,438.2,0,719.82,29
CL000101,2025-06,127360.14,118.1,0,0.0,5
CL000102,2025-06,76440.87,81.9,0,0.0,16
CL000103,2025-06,162439.39,177.6,0,0.0,19
CL000104,2025-06,94383.69,127.1,0,0.0,14
CL000105,2025-06,181412.83,133.8,0,0.0,7
CL000106,2025-06,173166.05,165.0,0,0.0,25
CL000107,2025-06,140130.07,104.3,0,0.0,18
CL000108,2025-06,87348.62,84.1,0,0.0,23
CL000109,2025-06,12081.01,11.9,0,0.0,12
CL000110,2025-06,938188.95,1109.0,0,0.0,195
CL000112,2025-06,914334.77,733.6,0,977.17,299
