client_id,month,revenue,traffic_gb,n_tickets,debt,n_sim
CL000001,2026-01,1446049.44,1438.5,1,0.0,68
CL000004,2026-01,103946.88,119.9,0,0.0,15
CL000005,2026-01,560990.67,543.6,0,930.0,268
CL000006,2026-01,44955.93,49.2,0,0.0,19
CL000008,2026-01,603827.67,542.1,1,0.0,46
CL000009,2026-01,57908.8,58.6,5,0.0,175
CL000013,2026-01,91866.11,91.0,0,0.0,22
CL000015,2026-01,151324.61,141.4,0,0.0,11
CL000016,2026-01,36837.05,39.7,0,389.06,5
CL000017,2026-01,1163500.92,792.5,0,0.0,114
CL000018,2026-01,55383.22,52.2,1,0.0,7
CL000019,2026-01,829924.61,714.0,0,0.0,259
CL000021,2026-01,245220.42,213.5,0,0.0,50
CL000024,2026-01,791980.82,880.8,0,0.0,175
CL000025,2026-01,229789.51,236.4,0,0.0,216
CL000026,2026-01,582462.15,532.9,1,0.0,64
CL000028,2026-01,138777.52,170.4,0,0.0,16
CL000029,2026-01,21361.66,21.8,2,0.0,14
CL000030,2026-01,699341.33,630.0,0,0.0,269
CL000031,2026-01,88610.78,99.8,1,0.0,8
CL000034,2026-01,383296.99,341.6,0,0.0,76
CL000035,2026-01,302697.28,267.4,0,1249.56,46
CL000037,2026-01,48922.5,42.5,0,2152.38,22
CL000041,2026-01,128289.84,127.4,1,0.0,22
CL000043,2026-01,80314.88,72.5,0,0.0,17
CL000044,2026-01,785256.51,553.7,0,0.0,282
CL000046,2026-01,505682.25,531.7,0,0.0,233
CL000047,2026-01,96239.0,81.9,0,0.0,123
CL000048,2026-01,267006.2,265.1,0,0.0,83
CL000049,2026-01,1655.89,1.6,1,0.0,9
CL000050,2026-01,5042.0,4.6,1,1412.56,3
CL000051,2026-01,399447.4,421.9,0,0.0,118
CL000052,2026-01,776581.14,699.3,0,0.0,114
CL000055,2026-01,241614.47,209.9,0,0.0,20
CL000056,2026-01,339620.45,289.5,0,0.0,222
CL000057,2026-01,882790.51,701.1,0,0.0,138
CL000058,2026-01,5020.56,4.5,2,673.03,13
CL000059,2026-01,109816.72,120.1,0,0.0,20
CL000061,2026-01,619113.89,719.2,2,0.0,139
CL000062,2026-01,105338.81,97.9,0,0.0,17
CL000064,2026-01,316897.09,258.2,0,0.0,167
CL000066,2026-01,26347.46,25.2,1,0.0,21
CL000068,2026-01,1226682.92,1018.3,0,0.0,179
CL000069,2026-01,128781.39,132.7,0,0.0,106
CL000071,2026-01,341174.26,416.5,0,0.0,88
CL000073,2026-01,675991.08,507.3,0,0.0,282
CL000074,2026-01,713337.82,718.6,1,0.0,40
CL000075,2026-01,78153.11,68.9,0,1831.77,7
CL000076,2026-01,63968.42,68.5,0,0.0,17
CL000077,2026-01,273343.2,334.7,0,0.0,123
CL000079,2026-01,349417.95,409.5,2,0.0,199
CL000080,2026-01,545552.91,521.9,0,0.0,181
CL000081,2026-01,121449.92,163.2,3,1490.3,9
CL000082,2026-01,506746.13,407.6,0,956.34,126
CL000084,2026-01,535784.38,547.4,0,0.0,146
CL000085,2026-01,1757980.26,1530.6,1,0.0,237
CL000088,2026-01,116204.87,117.6,2,0.0,90
CL000089,2026-01,5444.32,6.2,2,1518.66,6
