client_id,month,revenue,traffic_gb,n_tickets,debt,n_sim
CL000001,2025-10,1380095.94,1434.3,0,0.0,67
CL000004,2025-10,106411.27,107.1,0,0.0,15
CL000006,2025-10,123695.34,137.1,0,0.0,25
CL000007,2025-10,58551.39,65.3,0,2014.66,7
CL000008,2025-10,583240.22,491.5,0,0.0,53
CL000009,2025-10,966853.11,919.7,0,1581.21,222
CL000013,2025-10,94179.86,114.3,0,0.0,22
CL000015,2025-10,158562.35,178.0,1,0.0,11
CL000016,2025-10,122589.49,130.1,0,0.0,6
CL000017,2025-10,1081974.04,1205.5,0,0.0,116
CL000018,2025-10,61330.21,79.7,0,0.0,8
CL000019,2025-10,475869.36,504.1,0,0.0,253
CL000021,2025-10,237141.41,268.9,0,0.0,49
CL000022,2025-10,98164.24,74.0,1,0.0,102
CL000023,2025-10,428.73,0.4,2,895.88,6
CL000024,2025-10,863426.8,849.2,0,0.0,171
CL000025,2025-10,236820.46,179.7,0,0.0,221
CL000026,2025-10,548453.72,661.0,0,0.0,59
CL000028,2025-10,127662.16,120.0,0,0.0,14
CL000030,2025-10,802631.72,814.9,0,0.0,264
CL000031,2025-10,84425.82,94.8,0,0.0,9
CL000034,2025-10,408604.77,366.2,1,0.0,77
CL000037,2025-10,41846.56,31.6,0,0.0,23
CL000039,2025-10,418230.21,432.2,4,0.0,100
CL000041,2025-10,123912.28,151.3,0,0.0,21
CL000043,2025-10,42605.7,47.0,0,0.0,18
CL000044,2025-10,805081.93,1015.1,0,0.0,273
CL000045,2025-10,64334.53,83.9,0,1784.51,28
CL000046,2025-10,560346.37,617.4,1,0.0,248
CL000047,2025-10,318538.16,292.6,0,0.0,178
CL000048,2025-10,255843.91,352.2,1,0.0,86
CL000049,2025-10,37837.25,35.6,0,0.0,16
CL000050,2025-10,80065.0,83.0,0,0.0,8
CL000051,2025-10,413883.74,420.2,0,0.0,116
CL000052,2025-10,787508.16,965.8,0,0.0,120
CL000055,2025-10,230212.31,271.6,0,0.0,20
CL000056,2025-10,349158.0,371.9,0,0.0,202
CL000057,2025-10,773220.79,747.4,0,0.0,126
CL000058,2025-10,62738.3,55.6,1,1352.61,20
CL000059,2025-10,113229.46,85.0,0,0.0,20
CL000061,2025-10,589377.41,534.0,0,0.0,119
CL000062,2025-10,106957.98,77.9,1,0.0,17
CL000064,2025-10,298958.62,367.6,0,0.0,173
CL000065,2025-10,14700.2,17.2,0,311.34,14
CL000066,2025-10,25971.49,26.7,0,0.0,20
CL000068,2025-10,1000772.54,1168.3,1,0.0,165
CL000069,2025-10,326516.29,277.7,0,0.0,146
CL000071,2025-10,419504.19,464.8,0,0.0,89
CL000073,2025-10,650653.69,606.5,0,0.0,277
CL000074,2025-10,1193439.37,1104.3,0,0.0,52
CL000075,2025-10,160356.73,154.0,0,0.0,10
CL000076,2025-10,62767.03,63.9,0,0.0,17
CL000079,2025-10,306920.58,312.3,0,0.0,209
CL000080,2025-10,587447.36,561.6,0,0.0,178
CL000082,2025-10,486994.97,546.4,0,0.0,134
CL000084,2025-10,649418.96,664.7,0,0.0,142
CL000085,2025-10,1737477.04,1832.9,0,0.0,242
CL000088,2025-10,211814.63,200.3,0,0.0,107
CL000089,2025-10,62342.57,56.2,0,2244.71,13
CL000090,2025-10,53844.92,44.9,2,0.0,7
CL000091,2025-10,76741.45,68.2,1,0.0,14
CL000092,2025-10,135463.02,148.6,1,0.0,17
CL000093,2025-10,64436.77,70.1,1,0.0,10
CL000094,2025-10,133211.12,135.1,0,0.0,19
CL000096,2025-10,198722.96,228.0,0,0.0,21
CL000097,2025-10,39404.3,43.6,3,412.73,5
CL000099,2025-10,476275.4,528.7,0,0.0,28
CL000101,2025-10,134256.37,145.6,0,0.0,5
CL000102,2025-10,92270.84,104.0,0,0.0,16
CL000103,2025-10,188200.22,178.1,0,0.0,18
CL000104,2025-10,73741.98,82.8,2,0.0,12
CL000105,2025-10,220082.67,222.7,0,0.0,7
CL000106,2025-10,176747.09,185.9,1,0.0,24
CL000107,2025-10,137116.82,121.7,0,0.0,19
CL000108,2025-10,65330.94,68.0,0,0.0,20
CL000110,2025-10,959223.87,958.7,0,0.0,216
CL000112,2025-10,894852.24,985.8,1,0.0,286
CL000116,2025-10,756050.52,802.9,0,0.0,157
CL000119,2025-10,76566.59,54.7,0,0.0,14
CL000120,2025-10,413966.47,412.9,1,0.0,78
CL000121,2025-10,49139.54,47.1,0,0.0,10
CL000122,2025-10,532984.28,361.7,0,1371.14,257
CL000123,2025-10,62923.44,54.5,0,1227.13,4
CL000124,2025-10,587241.59,629.3,1,0.0,88
CL000125,2025-10,169106.02,151.5,0,0.0,7
CL000126,2025-10,115056.07,107.3,0,0.0,16
CL000129,2025-10,398869.2,406.6,0,0.0,44
CL000130,2025-10,24556.87,21.8,1,0.0,6
CL000133,2025-10,159354.49,170.8,0,0.0,20
CL000135,2025-10,105706.83,108.3,2,1805.66,6
CL000136,2025-10,9492.57,12.8,1,0.0,2
CL000139,2025-10,417201.11,330.7,1,0.0,39
CL000140,2025-10,135386.01,152.5,0,0.0,23
CL000141,2025-10,8004.06,7.8,0,1804.47,5
CL000143,2025-10,744308.28,834.1,0,0.0,243
CL000144,2025-10,507212.87,607.9,0,0.0,42
CL000145,2025-10,84202.27,77.3,0,0.0,10
CL000147,2025-10,5818.26,7.5,3,116.72,23
CL000148,2025-10,1992539.17,1670.9,0,0.0,153
CL000149,2025-10,143868.41,151.6,1,2186.19,43
CL000150,2025-10,96872.61,69.2,0,0.0,23
CL000151,2025-10,252646.71,184.7,0,0.0,9
CL000152,2025-10,91255.33,102.0,0,1273.9,17
CL000153,2025-10,85086.09,67.0,0,0.0,24
CL000156,2025-10,60125.16,64.5,0,0.0,17
CL000159,2025-10,109660.72,111.8,1,0.0,13
CL000160,2025-10,96393.57,97.9,0,0.0,19
CL000161,2025-10,334322.2,370.1,0,0.0,166
CL000164,2025-10,188577.98,179.3,0,0.0,13
CL000167,2025-10,100447.65,118.0,1,0.0,22
CL000168,2025-10,928397.2,1067.1,0,0.0,236
CL000171,2025-10,752121.71,735.7,0,0.0,154
CL000172,2025-10,355942.3,234.6,0,869.27,25
CL000174,2025-10,98651.72,74.8,0,0.0,6
CL000175,2025-10,737490.5,834.8,0,0.0,260
CL000176,2025-10,654753.87,602.7,0,0.0,291
CL000177,2025-10,300105.1,288.9,0,0.0,243
CL000178,2025-10,21478.43,23.7,1,0.0,15
CL000180,2025-10,2066862.93,1748.4,0,0.0,137
CL000182,2025-10,59569.31,58.8,0,0.0,14
CL000183,2025-10,221192.31,239.1,0,0.0,188
CL000184,2025-10,901396.77,770.4,0,0.0,155
CL000185,2025-10,54932.58,83.8,0,0.0,25
CL000186,2025-10,196897.22,191.7,0,670.95,186
CL000187,2025-10,112494.18,116.2,0,0.0,21
CL000190,2025-10,1214800.77,1498.8,1,0.0,53
CL000191,2025-10,6814.55,7.3,0,1594.21,65
CL000194,2025-10,9114.49,9.3,0,1723.94,86
CL000195,2025-10,96951.46,82.2,0,0.0,19
CL000197,2025-10,133453.48,127.3,3,0.0,70
CL000198,2025-10,38723.76,27.8,0,18.5,11
CL000200,2025-10,843944.76,631.1,0,791.47,264
CL000204,2025-10,491666.19,449.6,0,0.0,315
CL000207,2025-10,175391.97,167.1,0,0.0,26
CL000209,2025-10,277320.02,368.3,0,0.0,140
CL000210,2025-10,122153.59,103.6,0,0.0,13
CL000213,2025-10,52107.62,47.6,0,0.0,17
