client_id,month,revenue,traffic_gb,n_tickets,debt,n_sim
CL000001,2026-03,1445647.74,1399.8,0,0.0,66
CL000004,2026-03,102310.65,80.2,0,0.0,16
CL000005,2026-03,207379.54,196.3,2,1767.94,156
CL000006,2026-03,5385.85,6.4,2,0.0,17
CL000008,2026-03,635744.9,592.9,0,0.0,51
CL000013,2026-03,82528.6,89.8,0,0.0,24
CL000015,2026-03,152455.42,159.1,1,0.0,12
CL000016,2026-03,4167.97,4.1,1,1211.9,3
CL000017,2026-03,1218525.48,1161.2,1,0.0,109
CL000018,2026-03,26694.45,25.1,0,0.0,6
CL000019,2026-03,829263.71,782.3,0,0.0,249
CL000021,2026-03,220262.87,188.7,0,0.0,48
CL000024,2026-03,830048.36,820.6,0,0.0,191
CL000025,2026-03,216743.71,218.5,0,0.0,221
CL000026,2026-03,652526.67,762.2,0,0.0,63
CL000028,2026-03,128261.55,125.0,0,0.0,15
CL000030,2026-03,693872.64,790.7,1,0.0,266
CL000031,2026-03,80749.51,73.6,0,0.0,9
CL000034,2026-03,350604.02,239.1,0,0.0,79
CL000035,2026-03,36646.96,28.1,2,0.0,27
CL000037,2026-03,47859.48,38.6,0,0.0,20
CL000041,2026-03,142160.37,140.3,0,0.0,20
CL000043,2026-03,78341.11,76.5,0,0.0,19
CL000044,2026-03,811539.75,793.0,0,0.0,284
CL000046,2026-03,559430.33,604.0,0,0.0,233
CL000047,2026-03,2832.44,3.1,2,594.11,67
CL000048,2026-03,253381.99,242.1,0,0.0,94
CL000051,2026-03,400855.74,348.9,1,0.0,121
CL000052,2026-03,755558.96,846.4,0,698.16,128
CL000055,2026-03,249888.9,255.2,0,0.0,20
CL000056,2026-03,325336.0,364.5,0,0.0,211
CL000057,2026-03,1094459.56,1145.9,0,0.0,124
CL000059,2026-03,113613.69,113.5,0,0.0,20
CL000061,2026-03,638998.1,417.3,0,0.0,131
CL000062,2026-03,106489.54,107.7,0,0.0,18
CL000064,2026-03,339874.24,310.9,1,0.0,163
CL000066,2026-03,25938.69,28.8,0,0.0,18
CL000068,2026-03,1334172.42,1416.1,2,0.0,162
CL000069,2026-03,17620.09,17.8,1,0.0,55
CL000071,2026-03,126360.18,148.7,3,0.0,66
CL000073,2026-03,620009.01,730.5,2,0.0,274
CL000074,2026-03,104315.72,140.9,2,1350.26,32
CL000075,2026-03,16657.23,18.0,4,0.0,7
CL000076,2026-03,74003.34,103.1,1,0.0,18
CL000077,2026-03,237218.6,213.4,2,0.0,108
CL000079,2026-03,329844.06,312.0,0,0.0,214
CL000080,2026-03,562911.73,462.8,0,0.0,186
CL000081,2026-03,24719.83,31.0,1,1640.66,4
CL000082,2026-03,515025.64,576.4,0,0.0,129
CL000083,2026-03,456493.04,517.2,1,1658.11,161
CL000084,2026-03,536858.65,571.7,0,0.0,143
CL000085,2026-03,1708973.67,2069.4,0,0.0,253
CL000087,2026-03,132766.78,161.4,0,1186.35,9
CL000090,2026-03,47197.36,42.1,0,0.0,7
CL000091,2026-03,78198.73,66.7,0,0.0,15
CL000092,2026-03,4882.48,5.3,2,0.0,8
CL000093,2026-03,70021.82,70.2,1,0.0,12
