client_id,month,revenue,traffic_gb,n_tickets,debt,n_sim
CL000001,2024-10,1833897.97,1971.7,0,0.0,69
CL000002,2024-10,2060924.87,1971.0,0,0.0,111
CL000004,2024-10,108749.28,115.3,0,0.0,17
CL000006,2024-10,137461.62,136.3,0,0.0,25
CL000007,2024-10,231388.2,215.4,0,0.0,10
CL000008,2024-10,433189.79,445.8,1,0.0,53
CL000010,2024-10,71568.63,66.1,1,0.0,15
CL000011,2024-10,272123.22,261.9,1,0.0,252
CL000013,2024-10,103870.54,119.7,1,0.0,23
CL000014,2024-10,206327.62,169.6,0,0.0,9
CL000015,2024-10,119454.92,150.5,0,487.06,12
CL000016,2024-10,129933.38,151.3,0,0.0,6
CL000017,2024-10,872864.77,845.4,0,0.0,117
CL000020,2024-10,1773440.15,1672.9,0,0.0,172
CL000021,2024-10,384669.48,273.7,0,0.0,47
CL000025,2024-10,233313.77,264.4,0,0.0,218
CL000026,2024-10,503537.16,514.1,0,0.0,60
CL000027,2024-10,159804.04,176.4,0,1450.64,8
CL000028,2024-10,131154.32,122.8,0,0.0,16
CL000030,2024-10,775698.93,748.9,0,0.0,267
CL000031,2024-10,81435.3,109.5,0,0.0,8
CL000033,2024-10,95228.55,100.2,0,0.0,5
CL000034,2024-10,566701.38,550.1,1,0.0,74
CL000036,2024-10,543445.08,610.2,0,0.0,266
CL000037,2024-10,36400.71,32.6,0,0.0,20
CL000038,2024-10,116972.61,115.7,0,0.0,18
CL000039,2024-10,663447.28,752.2,0,0.0,116
CL000040,2024-10,231361.85,188.2,0,0.0,7
CL000041,2024-10,137558.28,159.7,1,0.0,20
CL000042,2024-10,1753534.03,1369.8,0,0.0,93
CL000044,2024-10,743818.68,926.8,0,0.0,277
CL000045,2024-10,440373.01,445.2,0,0.0,56
CL000046,2024-10,550436.4,530.0,1,0.0,248
CL000047,2024-10,286884.56,313.9,0,0.0,175
CL000051,2024-10,451262.49,446.3,1,0.0,125
CL000052,2024-10,609520.2,602.9,0,0.0,110
CL000054,2024-10,273000.3,340.7,1,0.0,181
CL000055,2024-10,279801.69,347.9,0,0.0,19
CL000057,2024-10,553926.9,419.2,0,0.0,141
CL000058,2024-10,73352.03,82.3,1,0.0,24
CL000059,2024-10,123823.65,139.1,0,0.0,20
CL000060,2024-10,101529.72,90.4,1,1802.21,9
CL000061,2024-10,765555.63,833.1,0,0.0,128
CL000062,2024-10,124118.43,128.4,0,0.0,19
CL000064,2024-10,430846.32,489.5,0,0.0,171
CL000066,2024-10,42336.53,56.5,0,0.0,19
