client_id,month,revenue,traffic_gb,n_tickets,debt,n_sim
CL000001,2025-03,1206670.77,880.0,0,0.0,69
CL000002,2025-03,1934594.76,1584.9,0,0.0,105
CL000004,2025-03,105334.24,67.3,0,0.0,16
CL000006,2025-03,135059.26,100.1,1,0.0,24
CL000007,2025-03,263118.18,195.2,2,0.0,10
CL000008,2025-03,475560.66,419.9,0,0.0,47
CL000011,2025-03,90225.18,61.7,3,0.0,157
CL000012,2025-03,100635.8,71.9,1,0.0,9
CL000013,2025-03,108650.9,95.6,4,0.0,21
CL000014,2025-03,158929.03,141.2,1,905.82,9
CL000015,2025-03,155843.98,116.3,1,0.0,12
CL000016,2025-03,124911.76,73.0,1,0.0,6
CL000017,2025-03,1111059.15,581.1,2,0.0,117
CL000020,2025-03,2220198.99,1602.0,2,0.0,169
CL000021,2025-03,346464.36,248.4,3,644.74,48
CL000024,2025-03,907413.02,749.9,1,0.0,173
CL000025,2025-03,245930.06,234.8,0,0.0,214
CL000026,2025-03,517786.81,388.2,0,0.0,62
CL000027,2025-03,114168.86,78.1,4,0.0,6
CL000028,2025-03,130721.73,95.2,2,0.0,15
CL000030,2025-03,780155.61,459.1,3,0.0,290
CL000031,2025-03,77004.0,57.9,2,0.0,9
CL000032,2025-03,366760.32,228.6,6,0.0,48
CL000033,2025-03,126440.36,114.4,1,984.82,5
CL000034,2025-03,453382.2,274.6,5,0.0,80
CL000036,2025-03,581519.2,342.1,1,0.0,264
CL000037,2025-03,35922.46,21.6,3,0.0,21
CL000038,2025-03,118376.66,100.5,2,0.0,18
CL000039,2025-03,603400.15,508.0,3,0.0,120
CL000040,2025-03,241473.97,162.3,0,0.0,8
CL000041,2025-03,134197.57,119.1,1,0.0,22
CL000042,2025-03,1432648.45,895.4,1,0.0,88
CL000044,2025-03,856184.52,683.9,0,0.0,296
CL000045,2025-03,413079.63,275.0,2,0.0,56
CL000046,2025-03,514967.29,403.8,0,0.0,235
CL000047,2025-03,269306.24,249.5,2,0.0,179
CL000051,2025-03,535356.37,378.8,5,0.0,120
CL000052,2025-03,683551.48,438.7,0,0.0,117
CL000054,2025-03,306721.91,225.4,5,1666.65,139
CL000055,2025-03,244546.38,158.3,4,0.0,20
CL000056,2025-03,353871.52,230.8,1,0.0,213
CL000057,2025-03,605852.57,381.2,3,0.0,137
CL000058,2025-03,70504.45,41.4,1,0.0,23
CL000059,2025-03,116909.73,71.8,3,0.0,19
CL000061,2025-03,697463.97,390.2,2,0.0,125
CL000062,2025-03,115913.77,94.9,6,0.0,18
