client_id,month,revenue,traffic_gb,n_tickets,debt,n_sim
CL000001,2024-01,1877572.94,2051.8,1,0.0,70
CL000002,2024-01,2189868.61,2529.6,0,0.0,108
CL000003,2024-01,84784.75,96.0,0,0.0,15
CL000006,2024-01,133519.19,162.6,0,0.0,26
CL000007,2024-01,174919.65,155.1,0,0.0,9
CL000008,2024-01,377153.49,407.4,2,0.0,46
CL000010,2024-01,92440.68,107.7,0,0.0,20
CL000013,2024-01,93294.04,83.3,0,0.0,22
CL000014,2024-01,207895.87,254.5,0,0.0,10
CL000015,2024-01,105861.4,87.5,0,0.0,12
CL000016,2024-01,104863.37,103.1,0,0.0,6
CL000017,2024-01,978866.4,897.3,0,0.0,114
CL000021,2024-01,404083.54,421.1,1,0.0,50
CL000025,2024-01,243628.02,352.9,0,0.0,203
CL000026,2024-01,517873.71,446.2,0,0.0,61
CL000030,2024-01,822571.54,836.6,1,0.0,268
CL000031,2024-01,97428.62,102.0,0,0.0,8
CL000033,2024-01,82997.24,81.0,0,0.0,5
CL000034,2024-01,568024.51,569.8,0,0.0,77
CL000036,2024-01,591932.85,757.7,0,0.0,241
CL000037,2024-01,48963.19,49.3,0,0.0,22
CL000039,2024-01,610733.03,535.4,0,0.0,124
CL000040,2024-01,190001.05,248.2,0,0.0,8
CL000041,2024-01,133558.51,161.9,0,1261.29,20
CL000044,2024-01,709191.42,650.4,0,0.0,282
CL000045,2024-01,488807.22,425.9,0,0.0,56
CL000046,2024-01,551599.27,656.0,0,0.0,229
CL000047,2024-01,403270.02,467.2,0,0.0,186
CL000052,2024-01,605483.37,590.9,0,0.0,116
CL000053,2024-01,200866.12,245.5,1,0.0,9
CL000054,2024-01,343092.88,360.5,0,0.0,177
CL000055,2024-01,243421.63,235.5,0,0.0,19
CL000057,2024-01,579848.33,617.4,0,0.0,133
CL000060,2024-01,137089.03,161.0,1,0.0,10
CL000061,2024-01,884710.93,863.0,0,0.0,137
CL000062,2024-01,143386.64,142.4,0,0.0,18
CL000063,2024-01,96253.71,106.8,0,0.0,7
CL000064,2024-01,499249.28,630.3,0,0.0,155
CL000066,2024-01,54927.7,56.1,0,0.0,17
CL000067,2024-01,138399.95,129.6,0,0.0,14
CL000069,2024-01,647774.16,524.8,0,0.0,134
CL000070,2024-01,120480.04,130.0,0,0.0,154
CL000073,2024-01,757887.77,625.4,0,0.0,271
CL000074,2024-01,1102595.08,1259.9,0,0.0,56
CL000076,2024-01,49936.33,35.0,0,0.0,18
CL000079,2024-01,271904.45,286.7,0,0.0,203
CL000085,2024-01,1413034.08,1617.6,0,0.0,247
CL000086,2024-01,196541.25,243.4,0,0.0,6
CL000090,2024-01,98676.24,100.5,0,0.0,7
CL000092,2024-01,141634.27,140.1,0,0.0,17
CL000093,2024-01,76551.64,66.7,0,0.0,11
CL000096,2024-01,212317.02,192.6,1,0.0,25
CL000097,2024-01,160265.4,168.8,1,0.0,10
CL000098,2024-01,46619.57,55.0,0,0.0,10
CL000099,2024-01,506256.27,582.5,0,0.0,32
CL000100,2024-01,155385.96,118.4,0,0.0,11
CL000101,2024-01,71468.0,80.0,0,0.0,5
CL000102,2024-01,100965.34,131.4,0,0.0,14
CL000104,2024-01,101808.95,81.3,0,0.0,16
CL000106,2024-01,176900.09,181.1,0,0.0,24
CL000110,2024-01,600968.05,457.2,0,0.0,201
CL000111,2024-01,103926.76,130.4,0,0.0,15
CL000112,2024-01,1152515.51,1089.9,0,0.0,311
CL000113,2024-01,199043.36,210.8,0,0.0,12
CL000114,2024-01,80588.97,62.1,1,0.0,22
CL000117,2024-01,226382.69,146.1,0,0.0,19
CL000118,2024-01,283604.71,386.6,1,0.0,15
CL000119,2024-01,87623.06,96.2,0,0.0,14
CL000126,2024-01,129679.95,126.1,0,0.0,13
CL000128,2024-01,1771319.52,1398.4,1,2055.21,210
CL000129,2024-01,501432.87,518.2,1,0.0,43
CL000132,2024-01,98320.0,103.9,0,0.0,15
CL000133,2024-01,133662.32,102.4,0,0.0,19
CL000134,2024-01,98209.41,112.5,0,0.0,12
CL000135,2024-01,199018.46,197.2,0,0.0,10
CL000136,2024-01,81784.96,83.3,1,0.0,14
CL000138,2024-01,76097.14,75.3,0,0.0,19
CL000144,2024-01,513809.58,411.2,0,0.0,51
CL000145,2024-01,103224.5,116.7,0,0.0,9
CL000148,2024-01,913194.68,927.1,0,0.0,168
CL000150,2024-01,97941.91,88.0,1,0.0,22
CL000152,2024-01,79195.62,95.6,0,0.0,16
CL000154,2024-01,37985.27,45.3,0,0.0,10
CL000157,2024-01,709643.89,784.1,0,0.0,253
CL000161,2024-01,481884.88,441.6,0,0.0,137
CL000162,2024-01,1710628.83,2054.5,0,0.0,273
CL000163,2024-01,121303.31,125.5,0,0.0,16
CL000164,2024-01,240271.47,204.2,0,662.29,15
CL000165,2024-01,261745.31,278.6,0,0.0,19
CL000166,2024-01,168645.06,175.8,2,0.0,17
CL000167,2024-01,81716.23,83.1,0,0.0,24
CL000168,2024-01,1307660.03,1161.6,0,0.0,226
CL000169,2024-01,396279.78,355.9,0,0.0,121
CL000170,2024-01,264753.69,321.2,1,0.0,13
CL000172,2024-01,325419.3,439.6,1,0.0,21
CL000174,2024-01,126642.82,168.3,1,0.0,5
CL000179,2024-01,494682.78,451.8,1,0.0,128
CL000180,2024-01,2115538.95,2255.0,0,0.0,141
CL000181,2024-01,130967.16,103.9,0,0.0,8
CL000183,2024-01,223751.79,271.8,0,0.0,181
CL000185,2024-01,110519.6,114.1,1,0.0,24
CL000186,2024-01,313892.55,346.4,1,0.0,177
CL000189,2024-01,121818.26,118.6,0,0.0,15
CL000190,2024-01,1236065.95,944.4,1,0.0,51
CL000191,2024-01,406147.54,448.3,2,0.0,140
CL000192,2024-01,152353.65,137.9,0,1394.43,23
CL000193,2024-01,84166.32,76.4,0,0.0,17
CL000196,2024-01,134455.75,144.4,1,0.0,9
CL000197,2024-01,412241.06,385.1,0,0.0,103
CL000198,2024-01,65629.63,67.9,0,0.0,12
CL000199,2024-01,128684.49,167.4,0,0.0,5
CL000204,2024-01,539388.48,498.6,0,0.0,312
CL000205,2024-01,498381.52,447.2,0,0.0,18
CL000206,2024-01,123436.69,135.0,0,0.0,9
CL000207,2024-01,198207.28,175.5,1,0.0,25
CL000210,2024-01,94177.49,84.8,1,0.0,13
CL000211,2024-01,82089.27,72.7,0,0.0,16
CL000212,2024-01,1607558.3,1532.1,0,0.0,39
CL000213,2024-01,91942.45,84.8,0,0.0,21
CL000215,2024-01,110107.63,88.4,0,0.0,5
CL000216,2024-01,98742.76,97.2,1,0.0,7
CL000217,2024-01,755653.37,789.9,0,0.0,201
CL000219,2024-01,1122713.53,934.4,0,0.0,85
CL000220,2024-01,70639.22,65.4,0,0.0,23
CL000221,2024-01,144158.66,153.3,1,0.0,10
CL000222,2024-01,445233.11,445.1,0,0.0,134
CL000223,2024-01,72852.55,86.7,0,0.0,8
CL000224,2024-01,659180.96,667.3,0,0.0,153
CL000229,2024-01,108284.74,123.4,1,0.0,19
CL000230,2024-01,870025.57,940.9,1,0.0,143
CL000231,2024-01,1619536.25,1905.4,0,0.0,134
CL000232,2024-01,48907.58,45.5,0,0.0,10
CL000236,2024-01,120307.68,129.3,1,0.0,14
CL000237,2024-01,348960.36,391.7,0,0.0,43
CL000239,2024-01,54787.15,64.5,0,0.0,21
CL000240,2024-01,955190.57,1038.3,0,0.0,159
CL000242,2024-01,113229.32,104.0,0,0.0,23
CL000244,2024-01,2047689.96,1781.7,0,0.0,105
CL000245,2024-01,1258567.38,1433.1,0,0.0,153
CL000247,2024-01,186561.12,165.5,0,0.0,21
CL000248,2024-01,111929.98,122.3,0,0.0,10
CL000256,2024-01,1179831.01,1373.0,0,0.0,50
CL000257,2024-01,169824.38,196.3,0,0.0,20
CL000260,2024-01,417997.22,362.6,0,0.0,257
CL000265,2024-01,1312288.53,1052.6,0,0.0,264
CL000267,2024-01,434231.33,462.2,1,0.0,212
CL000268,2024-01,103047.49,101.7,1,0.0,21
CL000269,2024-01,53666.23,53.4,0,0.0,20
CL000270,2024-01,765409.36,1174.3,0,0.0,148
CL000271,2024-01,181841.15,165.8,0,2280.37,16
CL000273,2024-01,214554.5,206.3,2,0.0,10
CL000275,2024-01,91314.48,128.1,0,0.0,7
CL000277,2024-01,96874.92,91.7,0,0.0,17
CL000279,2024-01,100846.2,83.6,1,0.0,15
CL000280,2024-01,102482.7,85.0,0,0.0,11
CL000282,2024-01,421045.59,314.6,0,0.0,227
CL000284,2024-01,36797.14,36.9,0,0.0,21
CL000285,2024-01,59799.73,64.5,0,0.0,17
CL000287,2024-01,187077.1,119.3,1,1345.46,5
CL000289,2024-01,91917.04,98.4,0,0.0,6
CL000290,2024-01,296568.92,234.4,1,0.0,12
CL000292,2024-01,1038861.36,1212.3,0,0.0,279
CL000298,2024-01,502581.11,500.6,0,0.0,72
CL000302,2024-01,366740.68,322.8,0,0.0,164
CL000304,2024-01,71509.47,78.9,0,0.0,15
CL000305,2024-01,62685.1,64.1,0,0.0,8
CL000306,2024-01,131660.11,126.1,0,0.0,10
CL000308,2024-01,749017.44,743.6,1,0.0,66
CL000310,2024-01,130163.94,116.9,0,0.0,5
CL000311,2024-01,108861.65,100.7,0,0.0,7
CL000314,2024-01,432039.05,445.9,1,0.0,75
CL000315,2024-01,62914.84,72.7,0,0.0,18
CL000316,2024-01,158634.15,153.3,1,0.0,22
CL000318,2024-01,165545.83,140.1,0,0.0,8
CL000320,2024-01,81044.97,97.0,0,0.0,22
CL000321,2024-01,78684.86,86.5,0,0.0,14
CL000322,2024-01,1571522.89,1702.1,0,0.0,251
CL000323,2024-01,83090.34,69.1,0,0.0,13
CL000325,2024-01,92758.45,116.0,0,0.0,15
CL000326,2024-01,112563.15,126.0,0,0.0,11
CL000327,2024-01,73002.95,69.9,1,0.0,26
CL000328,2024-01,94390.54,102.3,0,0.0,14
CL000330,2024-01,165069.31,150.6,0,0.0,10
CL000331,2024-01,74070.02,91.5,0,0.0,14
CL000333,2024-01,58272.23,55.5,0,0.0,20
CL000336,2024-01,306426.03,357.8,0,0.0,209
CL000338,2024-01,96772.54,98.2,0,0.0,11
CL000339,2024-01,230796.23,281.0,1,0.0,7
CL000341,2024-01,281073.45,293.0,1,0.0,51
CL000343,2024-01,2030165.96,2247.9,0,0.0,121
CL000346,2024-01,64486.51,70.7,0,0.0,15
CL000347,2024-01,66703.22,70.9,0,0.0,7
CL000348,2024-01,238736.78,246.8,0,0.0,256
CL000349,2024-01,91687.78,114.9,0,0.0,15
CL000350,2024-01,82269.11,74.1,0,0.0,21
CL000353,2024-01,119089.05,138.6,1,0.0,9
CL000354,2024-01,88929.03,86.7,0,0.0,9
CL000355,2024-01,845076.09,759.5,1,0.0,32
CL000357,2024-01,854267.64,724.2,0,0.0,137
CL000359,2024-01,141918.09,133.4,0,0.0,8
CL000360,2024-01,362435.4,363.9,0,0.0,194
CL000361,2024-01,71697.12,63.3,0,0.0,19
CL000362,2024-01,68353.62,55.8,1,0.0,16
CL000364,2024-01,179940.06,163.0,0,0.0,11
CL000366,2024-01,121456.14,135.2,1,0.0,15
CL000367,2024-01,134493.58,135.4,0,0.0,8
CL000368,2024-01,86179.67,90.9,0,0.0,16
CL000369,2024-01,50407.54,61.1,0,0.0,16
