client_id,month,revenue,traffic_gb,n_tickets,debt,n_sim
CL000001,2024-09,1874293.7,1658.9,0,0.0,67
CL000002,2024-09,1972439.22,2114.1,0,0.0,117
CL000004,2024-09,111957.75,130.8,0,0.0,16
CL000006,2024-09,145762.75,132.8,0,0.0,22
CL000007,2024-09,227423.82,222.9,0,0.0,10
CL000008,2024-09,446797.45,289.5,0,0.0,51
CL000010,2024-09,88858.63,88.6,0,0.0,18
CL000013,2024-09,99106.3,114.8,0,0.0,21
CL000014,2024-09,194527.35,152.4,0,0.0,10
CL000015,2024-09,116413.12,126.2,0,0.0,11
CL000016,2024-09,127489.09,127.4,0,0.0,6
CL000017,2024-09,1194935.31,1061.9,0,0.0,123
CL000020,2024-09,1626157.17,1142.6,0,1520.95,160
CL000021,2024-09,411246.23,398.1,0,0.0,52
CL000025,2024-09,217411.5,181.6,0,0.0,210
CL000026,2024-09,529299.2,573.4,0,0.0,65
CL000027,2024-09,150316.75,155.0,1,0.0,8
CL000028,2024-09,134415.74,126.7,1,0.0,15
CL000030,2024-09,784498.94,685.1,0,0.0,255
CL000031,2024-09,81193.96,63.6,0,0.0,9
CL000033,2024-09,97278.97,83.1,1,0.0,5
CL000034,2024-09,548564.26,645.7,0,0.0,77
CL000036,2024-09,581631.36,459.2,0,0.0,266
CL000037,2024-09,25496.32,24.9,0,0.0,19
CL000038,2024-09,113329.7,129.8,0,1598.59,18
CL000039,2024-09,636814.59,513.5,0,0.0,128
CL000040,2024-09,218710.43,209.0,1,0.0,8
CL000041,2024-09,131535.91,148.0,0,0.0,22
CL000042,2024-09,1818618.38,1964.8,0,0.0,101
CL000044,2024-09,736693.14,910.0,0,0.0,262
CL000045,2024-09,484241.06,447.0,0,0.0,55
CL000046,2024-09,584915.9,598.1,1,0.0,246
CL000047,2024-09,267469.72,326.7,0,0.0,186
CL000051,2024-09,452494.28,349.3,0,0.0,113
CL000052,2024-09,643181.72,502.0,1,0.0,107
CL000054,2024-09,335461.24,364.5,0,0.0,189
CL000055,2024-09,267599.06,308.9,0,0.0,22
CL000057,2024-09,542486.67,504.7,0,0.0,137
CL000058,2024-09,68195.12,82.8,1,0.0,21
CL000059,2024-09,122100.26,144.3,0,0.0,19
CL000060,2024-09,153857.4,163.2,0,0.0,9
CL000061,2024-09,753770.28,922.0,1,0.0,123
CL000062,2024-09,126041.76,158.2,0,0.0,17
CL000064,2024-09,442119.41,504.6,0,0.0,164
CL000066,2024-09,43649.79,45.3,0,0.0,19
CL000069,2024-09,427489.68,381.0,0,0.0,151
CL000070,2024-09,118987.21,114.3,0,0.0,163
