client_id,month,revenue,traffic_gb,n_tickets,debt,n_sim
CL000001,2024-06,2098277.87,2064.1,0,0.0,71
CL000002,2024-06,1967767.14,1706.4,0,0.0,108
CL000003,2024-06,1831.71,1.9,2,1585.59,3
CL000006,2024-06,149490.82,154.9,0,0.0,25
CL000007,2024-06,172781.15,183.0,0,0.0,10
CL000008,2024-06,408010.75,366.6,0,0.0,52
CL000010,2024-06,101010.5,101.7,1,0.0,19
CL000013,2024-06,110030.7,79.7,0,0.0,21
CL000014,2024-06,186700.06,171.7,0,0.0,9
CL000015,2024-06,115942.21,108.5,0,0.0,12
CL000016,2024-06,118892.77,114.1,0,0.0,6
CL000017,2024-06,1096883.6,1135.1,0,641.87,125
CL000020,2024-06,1577515.03,2075.6,0,0.0,159
CL000021,2024-06,401654.29,466.2,0,0.0,50
CL000025,2024-06,240787.04,229.8,0,0.0,216
CL000026,2024-06,568078.71,791.0,0,0.0,53
CL000027,2024-06,131711.29,172.1,0,0.0,8
CL000028,2024-06,118584.36,125.3,0,1553.28,16
CL000030,2024-06,814540.48,982.9,0,0.0,295
CL000031,2024-06,84583.67,103.7,0,0.0,9
CL000033,2024-06,90394.46,97.6,0,1776.63,5
CL000034,2024-06,547605.12,566.6,0,0.0,75
CL000036,2024-06,604341.46,560.3,0,0.0,255
CL000037,2024-06,34202.05,35.2,0,0.0,21
CL000038,2024-06,105471.7,101.4,0,0.0,20
CL000039,2024-06,591137.07,448.6,0,0.0,123
CL000040,2024-06,209145.79,157.0,0,0.0,8
CL000041,2024-06,127128.55,156.3,0,0.0,22
CL000042,2024-06,829222.09,793.4,0,0.0,94
CL000044,2024-06,798372.71,949.6,0,0.0,281
CL000045,2024-06,459226.93,510.8,0,0.0,61
CL000046,2024-06,581917.9,503.5,0,0.0,236
CL000047,2024-06,280741.92,290.9,0,0.0,182
CL000052,2024-06,594231.63,617.0,0,0.0,114
CL000053,2024-06,36629.34,33.1,1,0.0,5
CL000054,2024-06,382585.57,432.4,0,0.0,195
CL000055,2024-06,256991.9,265.6,0,0.0,21
CL000057,2024-06,610066.07,657.2,0,0.0,124
CL000058,2024-06,77249.61,68.0,0,0.0,22
CL000059,2024-06,112057.39,123.6,0,0.0,22
CL000060,2024-06,173262.73,195.3,0,0.0,10
CL000061,2024-06,881147.07,1136.4,0,0.0,125
CL000062,2024-06,125519.81,133.0,0,0.0,17
CL000064,2024-06,341189.28,357.6,1,0.0,164
CL000066,2024-06,49034.63,49.2,0,0.0,18
CL000067,2024-06,23673.41,18.4,0,947.08,12
CL000069,2024-06,542560.7,570.4,1,0.0,144
CL000070,2024-06,114447.61,117.4,0,0.0,171
CL000072,2024-06,472132.15,484.4,0,0.0,298
CL000073,2024-06,630163.73,386.6,0,0.0,274
CL000074,2024-06,1362370.54,1349.4,2,0.0,52
CL000076,2024-06,48228.32,45.8,1,0.0,16
CL000079,2024-06,302941.28,332.6,0,0.0,218
CL000082,2024-06,572021.87,563.8,0,0.0,142
CL000085,2024-06,1583676.57,1963.6,0,0.0,236
CL000086,2024-06,187114.24,165.7,0,0.0,6
CL000090,2024-06,96092.56,104.7,0,0.0,7
CL000092,2024-06,142233.81,163.8,1,0.0,17
CL000093,2024-06,74837.29,74.5,0,0.0,11
CL000096,2024-06,195009.79,192.7,0,0.0,22
CL000097,2024-06,164752.04,157.9,1,0.0,9
CL000098,2024-06,53182.36,57.7,0,0.0,10
CL000099,2024-06,505367.55,461.2,0,0.0,29
CL000100,2024-06,85181.11,99.7,1,638.77,9
CL000101,2024-06,88698.22,98.5,0,0.0,5
CL000102,2024-06,81519.43,59.7,0,0.0,16
CL000104,2024-06,114501.56,129.0,0,0.0,15
CL000105,2024-06,150421.26,145.3,0,0.0,6
CL000106,2024-06,175859.62,141.9,0,0.0,26
CL000110,2024-06,661305.43,716.5,0,0.0,188
CL000111,2024-06,102849.68,100.6,1,0.0,15
CL000112,2024-06,1162741.01,1029.9,0,0.0,307
CL000113,2024-06,182659.16,192.7,0,0.0,11
CL000114,2024-06,90233.7,92.4,0,0.0,22
CL000115,2024-06,112862.53,86.3,0,0.0,21
CL000117,2024-06,290666.45,214.2,0,0.0,19
CL000118,2024-06,272201.33,352.3,0,0.0,13
CL000119,2024-06,83052.18,83.3,0,0.0,14
CL000126,2024-06,137988.68,165.9,1,1178.46,14
CL000129,2024-06,543736.97,536.4,0,0.0,45
CL000132,2024-06,83465.8,90.9,0,0.0,14
CL000133,2024-06,135810.05,142.9,0,0.0,19
CL000134,2024-06,55636.83,59.5,0,0.0,9
CL000135,2024-06,204190.91,192.5,0,0.0,10
CL000136,2024-06,82712.24,62.1,1,0.0,14
CL000138,2024-06,62334.48,84.5,0,0.0,19
CL000144,2024-06,599884.52,728.0,0,0.0,50
CL000145,2024-06,109821.95,125.1,1,0.0,8
CL000146,2024-06,46430.35,40.7,0,0.0,5
CL000148,2024-06,1732449.61,1460.5,0,0.0,159
CL000150,2024-06,91294.15,91.2,0,0.0,24
CL000152,2024-06,88976.51,96.5,0,0.0,17
CL000154,2024-06,30888.49,34.9,0,0.0,10
CL000157,2024-06,764830.93,973.4,0,0.0,243
CL000160,2024-06,66420.46,75.5,0,0.0,22
CL000161,2024-06,449697.22,426.1,0,0.0,165
CL000162,2024-06,1868299.32,1966.8,0,0.0,243
CL000163,2024-06,124009.8,116.6,1,0.0,14
CL000164,2024-06,247635.1,168.6,1,0.0,15
CL000165,2024-06,269331.29,243.5,1,0.0,19
CL000166,2024-06,145864.37,190.1,1,0.0,18
CL000167,2024-06,82590.54,106.4,0,0.0,24
CL000168,2024-06,1199575.48,1227.2,0,0.0,225
CL000169,2024-06,500112.34,480.8,0,0.0,118
CL000170,2024-06,305644.18,329.8,0,0.0,12
CL000172,2024-06,376694.11,373.3,0,0.0,23
CL000174,2024-06,107669.15,86.0,1,0.0,5
CL000178,2024-06,62058.81,65.0,0,0.0,21
CL000179,2024-06,500673.41,415.6,0,0.0,134
CL000180,2024-06,1915775.7,2021.8,0,0.0,144
CL000181,2024-06,127605.9,128.4,0,0.0,8
CL000183,2024-06,231063.5,169.4,0,0.0,196
CL000185,2024-06,94522.63,90.0,0,0.0,23
CL000186,2024-06,278668.44,266.2,0,0.0,204
CL000187,2024-06,114280.83,124.8,2,0.0,21
CL000189,2024-06,130810.84,131.4,0,0.0,16
CL000190,2024-06,1340245.42,1493.5,0,1292.41,54
CL000191,2024-06,384390.94,399.6,0,0.0,148
CL000192,2024-06,185627.65,127.1,1,0.0,23
CL000193,2024-06,75372.68,81.4,1,0.0,16
