client_id,month,revenue,traffic_gb,n_tickets,debt,n_sim
CL000001,2026-02,1469186.52,1237.4,0,0.0,60
CL000004,2026-02,101828.19,91.8,0,0.0,16
CL000005,2026-02,430998.38,367.2,0,0.0,203
CL000006,2026-02,20012.45,23.9,1,0.0,12
CL000008,2026-02,624523.5,738.1,0,0.0,46
CL000009,2026-02,6879.55,8.0,3,2220.52,89
CL000013,2026-02,84218.73,92.3,2,0.0,23
CL000015,2026-02,158254.86,182.1,0,0.0,12
CL000016,2026-02,14196.61,10.8,3,458.99,4
CL000017,2026-02,1129215.11,1343.3,0,385.26,115
CL000018,2026-02,41605.91,32.9,0,1581.69,6
CL000019,2026-02,838986.9,832.9,1,0.0,241
CL000021,2026-02,225265.49,263.8,0,0.0,49
CL000024,2026-02,829013.51,918.0,0,0.0,171
CL000025,2026-02,224556.5,228.5,0,0.0,205
CL000026,2026-02,633343.06,739.9,0,0.0,65
CL000028,2026-02,138302.58,120.8,0,0.0,13
CL000029,2026-02,3268.99,2.9,1,0.0,12
CL000030,2026-02,682289.07,726.1,0,0.0,250
CL000031,2026-02,88474.5,85.1,0,0.0,10
CL000034,2026-02,355489.36,432.7,0,0.0,80
CL000035,2026-02,131178.52,137.8,4,2199.28,27
CL000037,2026-02,48829.15,44.3,0,0.0,21
CL000041,2026-02,140933.26,120.8,0,0.0,19
CL000043,2026-02,79343.0,86.6,0,0.0,18
CL000044,2026-02,783697.13,811.4,1,0.0,278
CL000046,2026-02,529179.58,479.5,0,0.0,248
CL000047,2026-02,27373.01,32.3,3,0.0,71
CL000048,2026-02,278874.79,283.3,1,0.0,89
CL000051,2026-02,410215.22,372.6,0,0.0,113
CL000052,2026-02,729712.18,745.6,0,0.0,119
CL000055,2026-02,238695.84,203.6,0,0.0,20
CL000056,2026-02,330083.76,345.6,0,0.0,224
CL000057,2026-02,998451.53,930.6,0,0.0,133
CL000058,2026-02,301.4,0.2,4,1249.87,7
CL000059,2026-02,112547.01,137.4,0,0.0,20
CL000061,2026-02,618495.76,721.7,0,0.0,138
CL000062,2026-02,107764.3,99.2,1,0.0,16
CL000064,2026-02,332157.37,264.1,1,1042.22,160
CL000066,2026-02,25324.25,26.1,1,0.0,19
CL000068,2026-02,1243332.28,1080.9,0,0.0,160
CL000069,2026-02,53643.29,51.0,1,2056.79,105
CL000071,2026-02,231268.65,234.9,1,0.0,77
CL000073,2026-02,666983.67,559.0,0,0.0,276
CL000074,2026-02,352639.9,320.7,0,0.0,37
CL000075,2026-02,40018.1,47.7,2,689.54,6
CL000076,2026-02,69369.39,57.4,0,0.0,16
CL000077,2026-02,450159.6,468.7,1,796.3,123
CL000079,2026-02,354255.14,300.8,0,0.0,218
CL000080,2026-02,564573.96,681.2,0,0.0,185
CL000081,2026-02,66167.41,71.9,1,401.43,8
CL000082,2026-02,475905.88,473.4,1,0.0,132
CL000083,2026-02,1056967.78,1021.7,0,0.0,204
CL000084,2026-02,503145.95,506.6,0,0.0,145
CL000085,2026-02,1776260.01,1891.6,1,0.0,265
CL000087,2026-02,130915.27,153.4,0,0.0,9
CL000088,2026-02,13282.2,14.0,2,0.0,49
CL000090,2026-02,48313.2,40.8,0,0.0,6
CL000091,2026-02,74943.02,75.9,0,0.0,16
CL000092,2026-02,37224.21,34.7,2,0.0,8
CL000093,2026-02,72568.36,68.2,0,0.0,12
CL000094,2026-02,132830.43,120.2,0,0.0,19
CL000095,2026-02,339702.97,358.2,0,1133.91,107
CL000096,2026-02,201329.59,215.2,0,1914.26,22
CL000099,2026-02,523714.46,528.2,0,0.0,31
CL000101,2026-02,126038.03,123.8,0,0.0,5
