client_id,month,revenue,traffic_gb,n_tickets,debt,n_sim
CL000001,2025-09,1517868.96,1291.6,0,2004.1,70
CL000002,2025-09,4862.34,4.1,0,987.59,44
CL000004,2025-09,104103.91,91.6,0,0.0,16
CL000006,2025-09,131900.61,132.8,0,0.0,25
CL000007,2025-09,136771.21,167.1,0,0.0,7
CL000008,2025-09,600446.23,592.7,0,0.0,49
CL000009,2025-09,1147838.76,659.1,0,0.0,263
CL000013,2025-09,94632.75,96.0,0,0.0,22
CL000015,2025-09,149420.77,139.0,1,0.0,13
CL000016,2025-09,124225.73,128.8,0,0.0,6
CL000017,2025-09,1117326.64,985.3,0,0.0,114
CL000018,2025-09,66415.3,89.8,0,0.0,9
CL000021,2025-09,240108.14,260.4,0,732.88,46
CL000022,2025-09,352922.95,407.3,3,0.0,123
CL000023,2025-09,6783.63,8.0,1,0.0,5
CL000024,2025-09,947204.85,854.8,0,0.0,179
CL000025,2025-09,248656.8,182.5,0,0.0,207
CL000026,2025-09,532993.88,538.0,0,0.0,61
CL000028,2025-09,126151.59,131.8,1,386.77,14
CL000030,2025-09,802247.34,637.7,0,0.0,303
CL000031,2025-09,86682.43,91.6,0,0.0,9
CL000034,2025-09,389348.21,344.0,0,0.0,81
CL000036,2025-09,12882.26,12.8,1,806.02,26
CL000037,2025-09,43999.05,36.3,0,0.0,21
CL000039,2025-09,558757.38,613.7,0,1855.86,122
CL000041,2025-09,139554.38,118.1,1,0.0,21
CL000043,2025-09,41770.25,34.3,1,0.0,18
CL000044,2025-09,778878.24,823.5,0,0.0,291
CL000045,2025-09,159599.25,145.4,0,900.78,41
CL000046,2025-09,641620.52,593.6,2,0.0,226
CL000047,2025-09,316797.9,260.6,0,0.0,187
CL000048,2025-09,265857.57,315.1,0,0.0,90
CL000050,2025-09,79916.79,90.7,0,0.0,7
CL000051,2025-09,427133.05,408.7,0,0.0,120
CL000052,2025-09,764342.15,649.7,0,0.0,126
CL000055,2025-09,233938.29,274.4,0,0.0,20
CL000056,2025-09,314717.39,269.8,0,0.0,220
CL000057,2025-09,802418.83,766.4,0,0.0,135
CL000058,2025-09,69674.26,47.6,0,0.0,23
CL000059,2025-09,109009.36,122.6,1,35.81,21
CL000061,2025-09,630193.37,732.4,1,0.0,127
CL000062,2025-09,102633.62,110.0,0,0.0,19
CL000064,2025-09,311658.31,310.9,0,0.0,168
CL000065,2025-09,34480.01,29.6,0,649.67,14
CL000066,2025-09,28187.18,35.1,0,0.0,18
CL000068,2025-09,1021613.71,1028.3,1,0.0,173
CL000069,2025-09,324155.53,357.2,0,0.0,152
CL000071,2025-09,411591.36,525.6,2,1466.95,94
CL000073,2025-09,733804.55,665.4,0,0.0,279
CL000074,2025-09,1179560.44,898.8,0,0.0,53
CL000075,2025-09,159758.7,194.9,0,0.0,10
CL000076,2025-09,57401.3,46.9,0,0.0,17
CL000078,2025-09,39355.42,37.5,2,0.0,51
CL000079,2025-09,296744.44,259.1,0,0.0,195
CL000080,2025-09,572682.18,594.8,0,0.0,184
CL000082,2025-09,483754.73,482.3,2,0.0,130
CL000084,2025-09,654903.79,724.0,2,0.0,151
CL000085,2025-09,1542796.26,1270.6,0,0.0,242
CL000088,2025-09,199466.47,201.4,1,0.0,125
CL000090,2025-09,53765.38,55.5,0,0.0,7
CL000091,2025-09,74483.97,61.0,0,0.0,14
CL000092,2025-09,130896.72,123.8,1,0.0,17
CL000093,2025-09,65084.48,59.1,1,0.0,10
CL000094,2025-09,137529.82,161.2,0,0.0,18
CL000096,2025-09,210142.47,249.9,0,0.0,21
CL000097,2025-09,114692.94,131.6,3,0.0,7
CL000099,2025-09,475973.46,416.2,0,0.0,30
CL000101,2025-09,130029.96,129.8,0,1040.07,5
CL000102,2025-09,88996.08,105.7,1,0.0,16
CL000103,2025-09,183076.36,198.0,0,0.0,19
CL000104,2025-09,96883.03,90.0,0,0.0,15
CL000105,2025-09,226400.72,219.8,0,0.0,7
CL000106,2025-09,190041.59,192.9,0,2129.97,25
CL000107,2025-09,135176.28,188.0,0,0.0,19
CL000108,2025-09,65086.25,65.4,0,0.0,20
CL000110,2025-09,957051.63,910.8,0,0.0,201
CL000112,2025-09,851605.37,930.4,0,0.0,272
CL000116,2025-09,744597.77,773.3,0,0.0,140
CL000119,2025-09,77477.0,74.7,0,0.0,14
CL000120,2025-09,416553.07,534.8,1,0.0,68
CL000121,2025-09,46799.96,52.6,1,1024.86,10
CL000122,2025-09,211430.09,187.6,0,0.0,244
CL000124,2025-09,571279.7,667.6,0,0.0,80
CL000125,2025-09,161935.18,157.8,0,0.0,7
CL000126,2025-09,118161.23,116.9,0,0.0,16
CL000129,2025-09,432408.61,438.7,0,0.0,45
CL000130,2025-09,56523.36,59.4,1,0.0,8
CL000133,2025-09,150887.12,135.1,0,0.0,21
CL000135,2025-09,187201.22,218.2,0,0.0,8
CL000136,2025-09,10463.31,10.7,0,0.0,1
CL000139,2025-09,739493.5,756.8,1,1348.76,41
CL000140,2025-09,125090.25,111.1,0,0.0,25
CL000141,2025-09,34783.87,28.1,1,0.0,5
CL000143,2025-09,776172.55,638.0,0,0.0,259
CL000144,2025-09,603772.52,630.2,0,220.16,52
CL000145,2025-09,87264.08,95.3,0,0.0,9
CL000146,2025-09,814.94,0.8,0,2420.46,1
CL000147,2025-09,36993.66,42.5,1,0.0,31
CL000148,2025-09,2031370.39,2008.7,0,0.0,149
CL000149,2025-09,193504.73,202.0,0,0.0,46
CL000150,2025-09,114403.32,134.8,0,0.0,23
CL000151,2025-09,275138.64,302.1,0,1416.4,10
CL000152,2025-09,86479.21,79.9,0,0.0,17
CL000153,2025-09,85029.66,80.2,0,0.0,23
CL000154,2025-09,1227.81,1.3,3,0.0,4
CL000155,2025-09,919.31,0.9,1,0.0,8
CL000156,2025-09,59053.04,53.9,0,0.0,17
CL000159,2025-09,111356.0,121.1,0,950.78,14
CL000160,2025-09,101880.82,82.7,0,0.0,22
CL000161,2025-09,333773.77,357.5,0,0.0,158
CL000164,2025-09,230848.46,230.7,0,0.0,14
CL000167,2025-09,98662.92,121.0,0,0.0,26
CL000168,2025-09,959037.98,917.5,0,0.0,235
CL000169,2025-09,11310.46,12.6,0,1919.92,46
CL000170,2025-09,6763.35,8.6,3,0.0,5
CL000171,2025-09,760488.66,901.7,0,0.0,177
CL000172,2025-09,377298.94,397.5,0,0.0,24
CL000174,2025-09,107828.71,137.4,0,0.0,5
CL000175,2025-09,779196.67,857.3,1,2593.9,241
CL000176,2025-09,632553.99,700.4,0,0.0,257
CL000177,2025-09,324823.66,350.5,0,0.0,270
CL000178,2025-09,46866.52,53.9,2,0.0,14
CL000180,2025-09,2134491.69,3017.4,0,0.0,141
CL000182,2025-09,64263.14,52.5,1,1241.23,14
CL000183,2025-09,201688.19,202.6,0,0.0,176
CL000184,2025-09,890140.84,870.2,1,0.0,161
CL000185,2025-09,57893.75,59.2,1,0.0,26
CL000186,2025-09,257934.26,267.2,0,0.0,201
CL000187,2025-09,119946.89,118.4,0,0.0,19
CL000190,2025-09,1197137.23,1293.1,1,0.0,57
CL000191,2025-09,33442.27,34.7,2,874.87,49
CL000194,2025-09,37817.45,28.2,2,0.0,92
CL000195,2025-09,90420.51,75.6,0,0.0,18
CL000197,2025-09,376428.44,310.6,1,0.0,82
CL000198,2025-09,39479.69,40.4,0,0.0,11
CL000200,2025-09,816262.35,949.7,1,0.0,272
CL000201,2025-09,861.82,0.6,0,0.0,13
CL000204,2025-09,459181.19,454.3,0,0.0,297
CL000207,2025-09,172797.25,176.9,0,0.0,24
CL000209,2025-09,371246.72,349.3,1,0.0,150
CL000210,2025-09,118096.93,104.1,0,0.0,15
CL000213,2025-09,60667.67,61.0,0,0.0,22
CL000214,2025-09,138456.9,138.0,0,0.0,8
CL000215,2025-09,82033.74,91.9,0,0.0,5
CL000216,2025-09,26678.14,29.4,1,77.65,3
CL000219,2025-09,921308.09,1021.8,0,0.0,89
CL000220,2025-09,93132.28,89.4,0,0.0,24
CL000221,2025-09,34839.08,32.4,2,0.0,6
CL000222,2025-09,7068.4,8.0,1,1085.14,43
CL000224,2025-09,833943.41,788.9,0,0.0,130
CL000226,2025-09,568186.53,545.8,0,0.0,188
CL000227,2025-09,88409.1,76.2,0,0.0,18
CL000230,2025-09,244026.23,218.9,3,0.0,105
CL000231,2025-09,1279609.57,1003.5,0,0.0,116
CL000233,2025-09,289925.29,216.2,1,0.0,34
CL000239,2025-09,3166.91,2.9,2,0.0,5
CL000240,2025-09,108869.22,97.0,0,0.0,31
CL000242,2025-09,102566.26,119.6,1,995.59,20
CL000244,2025-09,2091229.57,2021.8,0,0.0,111
CL000245,2025-09,947140.05,1019.5,0,0.0,157
CL000246,2025-09,431422.59,495.1,1,0.0,95
CL000250,2025-09,297074.26,236.6,1,1133.62,19
CL000251,2025-09,2545542.85,2429.5,1,0.0,167
CL000254,2025-09,468951.32,497.8,1,0.0,238
CL000255,2025-09,139704.12,147.8,1,0.0,99
CL000262,2025-09,176815.04,170.0,0,0.0,5
CL000263,2025-09,1396708.12,1398.4,0,0.0,166
CL000264,2025-09,204514.2,300.7,1,0.0,218
CL000266,2025-09,3208.63,4.1,0,905.31,5
CL000267,2025-09,469830.38,517.7,0,0.0,201
CL000268,2025-09,4549.76,3.7,1,262.04,4
CL000272,2025-09,107785.12,100.4,0,0.0,9
CL000274,2025-09,583735.36,507.2,2,1208.72,33
