client_id,month,revenue,traffic_gb,n_tickets,debt,n_sim
CL000001,2025-07,1441541.19,1543.3,0,0.0,76
CL000002,2025-07,234691.01,227.2,0,2071.26,52
CL000004,2025-07,104453.14,102.1,1,0.0,15
CL000006,2025-07,131581.41,136.7,0,0.0,25
CL000007,2025-07,275869.37,314.7,1,0.0,10
CL000008,2025-07,581612.27,523.3,0,0.0,48
CL000012,2025-07,10472.03,11.1,1,1812.38,3
CL000013,2025-07,94274.16,105.5,0,0.0,23
CL000014,2025-07,1034.55,1.4,2,626.7,6
CL000015,2025-07,167625.47,157.4,0,0.0,12
CL000016,2025-07,130671.11,124.0,0,0.0,6
CL000017,2025-07,1068721.64,1233.9,0,0.0,113
CL000018,2025-07,64502.98,64.2,0,0.0,9
CL000021,2025-07,277079.14,264.8,0,0.0,48
CL000022,2025-07,1175436.47,1241.0,1,608.8,168
CL000023,2025-07,25273.93,31.8,0,0.0,8
CL000024,2025-07,973348.6,898.5,0,0.0,182
CL000025,2025-07,240773.4,214.9,0,0.0,230
CL000026,2025-07,566505.02,569.7,0,0.0,62
CL000027,2025-07,1855.77,2.2,1,1962.59,4
CL000028,2025-07,128069.59,142.4,0,0.0,16
CL000030,2025-07,857557.94,850.0,0,0.0,236
CL000031,2025-07,82660.38,93.1,0,0.0,9
CL000033,2025-07,13901.25,12.8,4,313.08,2
CL000034,2025-07,385514.37,372.2,0,0.0,75
CL000036,2025-07,261411.3,275.5,0,2198.99,167
CL000037,2025-07,42027.1,26.9,0,0.0,20
CL000038,2025-07,39117.47,45.3,1,878.16,11
CL000039,2025-07,573628.22,462.5,0,0.0,130
CL000040,2025-07,10634.78,9.8,1,0.0,2
CL000041,2025-07,124073.17,121.3,0,0.0,21
CL000042,2025-07,78478.73,80.0,0,0.0,61
CL000044,2025-07,861103.32,894.6,0,0.0,292
CL000045,2025-07,393626.55,380.5,0,0.0,55
CL000046,2025-07,588961.11,679.9,1,0.0,231
CL000047,2025-07,323928.45,360.6,0,2256.48,181
CL000048,2025-07,134915.84,113.3,0,0.0,99
CL000051,2025-07,488664.62,420.8,0,0.0,117
CL000052,2025-07,782286.6,544.6,1,0.0,119
CL000055,2025-07,251083.43,160.5,1,0.0,19
CL000056,2025-07,289161.92,265.9,0,0.0,200
CL000057,2025-07,702501.88,683.7,2,0.0,143
CL000058,2025-07,64973.54,66.9,0,0.0,24
CL000059,2025-07,116383.31,115.7,1,0.0,19
CL000061,2025-07,652204.53,565.4,1,0.0,122
CL000062,2025-07,102903.76,101.3,1,0.0,18
CL000064,2025-07,286697.23,269.3,0,0.0,177
CL000065,2025-07,72959.54,71.3,0,0.0,19
CL000066,2025-07,29042.08,34.3,0,0.0,19
CL000068,2025-07,448237.08,495.2,0,0.0,179
CL000069,2025-07,319543.15,249.0,0,0.0,152
CL000070,2025-07,3807.1,3.8,1,0.0,98
CL000073,2025-07,747282.73,812.1,0,0.0,272
CL000074,2025-07,1175089.58,1243.4,0,0.0,53
CL000075,2025-07,82170.12,67.9,1,0.0,10
CL000076,2025-07,50023.23,49.9,1,0.0,17
CL000078,2025-07,523439.43,425.6,6,0.0,75
CL000079,2025-07,324824.29,345.1,0,0.0,204
CL000080,2025-07,677516.97,747.3,0,0.0,201
CL000082,2025-07,478859.06,550.4,0,0.0,132
CL000084,2025-07,372147.05,383.0,0,0.0,140
CL000085,2025-07,1534598.56,1209.5,1,0.0,258
CL000090,2025-07,56778.51,48.6,1,0.0,7
CL000091,2025-07,73864.02,85.5,0,0.0,15
CL000092,2025-07,128432.34,90.8,0,0.0,16
