client_id,month,revenue,traffic_gb,n_tickets,debt,n_sim
CL000001,2024-07,1957917.57,2235.8,0,0.0,73
CL000002,2024-07,1855058.78,1883.2,0,0.0,109
CL000004,2024-07,113280.37,102.2,0,0.0,16
CL000006,2024-07,141884.71,135.9,0,0.0,24
CL000007,2024-07,195103.94,162.2,0,0.0,10
CL000008,2024-07,438720.27,394.3,0,0.0,50
CL000010,2024-07,92094.84,117.7,1,0.0,19
CL000013,2024-07,111119.25,104.1,0,0.0,22
CL000014,2024-07,187876.01,175.4,0,0.0,10
CL000015,2024-07,118744.08,96.8,0,0.0,12
CL000016,2024-07,128025.29,148.3,0,0.0,6
CL000017,2024-07,1137391.46,1227.1,1,0.0,123
CL000020,2024-07,1596855.5,1630.7,0,0.0,161
CL000021,2024-07,398767.05,359.1,0,0.0,46
CL000025,2024-07,256760.49,243.2,0,0.0,221
CL000026,2024-07,566793.09,490.6,0,0.0,59
CL000027,2024-07,140985.0,104.7,0,0.0,8
CL000028,2024-07,87662.5,94.4,0,0.0,15
CL000030,2024-07,859713.41,974.7,0,0.0,268
CL000031,2024-07,84097.94,83.6,0,0.0,8
CL000033,2024-07,91488.95,113.1,0,0.0,5
CL000034,2024-07,546758.76,527.6,0,0.0,83
CL000036,2024-07,653711.21,574.4,1,0.0,256
CL000037,2024-07,30013.96,31.4,0,0.0,19
CL000038,2024-07,114317.29,121.3,0,0.0,17
CL000039,2024-07,596578.21,598.0,0,0.0,126
CL000040,2024-07,207295.92,194.8,1,0.0,8
CL000041,2024-07,124135.83,117.0,0,0.0,21
CL000042,2024-07,830055.95,1038.4,0,0.0,85
CL000044,2024-07,720403.77,763.4,0,0.0,269
CL000045,2024-07,448068.96,345.4,0,0.0,55
CL000046,2024-07,571890.36,560.6,0,0.0,243
CL000047,2024-07,276364.12,294.4,0,1407.23,188
CL000052,2024-07,614079.88,559.7,1,0.0,112
CL000053,2024-07,3577.19,3.4,2,790.58,2
CL000054,2024-07,351976.33,404.4,1,1648.64,184
CL000055,2024-07,268736.78,230.1,1,0.0,18
CL000057,2024-07,605848.85,566.0,0,0.0,138
CL000058,2024-07,73105.92,61.2,0,0.0,22
CL000059,2024-07,120230.18,123.6,0,0.0,22
CL000060,2024-07,185611.58,198.3,0,0.0,11
CL000061,2024-07,849168.81,935.1,0,1301.49,145
CL000062,2024-07,127595.27,138.5,1,0.0,19
CL000064,2024-07,475577.97,559.2,1,0.0,157
CL000066,2024-07,47521.31,39.5,1,0.0,21
CL000067,2024-07,6013.38,6.4,1,0.0,7
CL000069,2024-07,523551.68,582.0,0,0.0,136
CL000070,2024-07,112326.23,98.8,0,0.0,142
CL000072,2024-07,457081.57,515.9,0,0.0,274
CL000073,2024-07,636804.49,725.3,0,0.0,291
CL000074,2024-07,1327219.41,1363.6,0,0.0,52
CL000076,2024-07,44149.78,38.5,0,0.0,17
CL000079,2024-07,298387.08,282.4,0,0.0,196
CL000080,2024-07,347185.08,352.9,0,0.0,202
CL000082,2024-07,599451.25,463.6,0,0.0,146
CL000085,2024-07,1475162.58,1311.9,0,0.0,243
CL000086,2024-07,201749.95,203.3,0,0.0,6
CL000090,2024-07,98853.99,90.8,0,1887.75,7
CL000092,2024-07,138032.05,139.1,0,0.0,16
CL000093,2024-07,74248.12,85.6,1,0.0,10
CL000096,2024-07,192986.21,219.0,1,0.0,23
CL000097,2024-07,151905.77,159.1,0,0.0,10
CL000098,2024-07,55687.53,72.3,0,0.0,10
CL000099,2024-07,464652.06,491.6,0,0.0,30
CL000100,2024-07,36102.35,36.7,1,821.95,5
CL000101,2024-07,93144.03,88.9,0,0.0,5
CL000102,2024-07,82782.02,83.0,0,0.0,16
CL000104,2024-07,110902.7,77.6,0,0.0,15
CL000105,2024-07,150879.59,185.9,0,0.0,7
CL000106,2024-07,176292.12,186.4,0,0.0,23
CL000110,2024-07,710648.16,602.0,0,0.0,207
CL000111,2024-07,106076.15,136.0,0,0.0,15
CL000112,2024-07,1093053.24,867.4,0,0.0,287
CL000113,2024-07,188953.63,189.6,0,0.0,12
CL000114,2024-07,90569.82,78.1,0,0.0,22
CL000115,2024-07,116499.83,123.5,0,0.0,22
CL000117,2024-07,293738.03,265.7,0,0.0,20
CL000118,2024-07,264112.32,219.1,1,0.0,14
CL000119,2024-07,85418.13,97.9,0,0.0,14
CL000126,2024-07,148199.4,176.4,1,0.0,16
CL000129,2024-07,568145.66,509.0,0,0.0,46
CL000132,2024-07,83600.74,97.4,0,0.0,16
CL000133,2024-07,143846.66,173.3,0,0.0,20
CL000134,2024-07,23744.75,21.8,0,0.0,6
CL000135,2024-07,207495.99,186.4,0,0.0,10
CL000136,2024-07,80961.89,94.5,0,0.0,15
CL000138,2024-07,55044.8,52.4,1,0.0,15
CL000144,2024-07,625271.21,609.5,0,0.0,58
CL000145,2024-07,106330.86,114.6,1,1773.7,9
CL000146,2024-07,49359.26,55.7,0,0.0,5
CL000148,2024-07,1903035.95,2662.1,0,0.0,171
CL000150,2024-07,85285.64,81.9,0,0.0,24
CL000151,2024-07,103571.44,100.0,0,0.0,9
CL000152,2024-07,86036.26,114.7,0,0.0,17
CL000154,2024-07,37351.74,40.4,1,0.0,11
CL000157,2024-07,776904.58,809.7,0,0.0,230
CL000160,2024-07,65653.84,77.3,0,0.0,22
CL000161,2024-07,457169.32,442.6,0,0.0,153
CL000162,2024-07,1871116.68,1986.3,0,0.0,256
CL000163,2024-07,125850.97,127.8,0,0.0,15
CL000164,2024-07,227570.29,249.6,0,0.0,15
CL000165,2024-07,264163.05,269.1,0,0.0,19
CL000166,2024-07,146213.28,170.4,0,821.69,18
