client_id,month,revenue,traffic_gb,n_tickets,debt,n_sim
CL000001,2025-11,1424969.27,1286.4,0,0.0,68
CL000004,2025-11,106961.3,93.2,1,0.0,15
CL000006,2025-11,101294.2,102.4,1,0.0,21
CL000007,2025-11,22189.9,24.7,2,393.46,7
CL000008,2025-11,574774.73,630.2,1,0.0,50
CL000009,2025-11,560963.7,562.4,0,0.0,198
CL000013,2025-11,94662.33,78.5,0,0.0,21
CL000015,2025-11,151992.58,133.4,0,0.0,13
CL000016,2025-11,103198.86,123.0,0,0.0,5
CL000017,2025-11,1131719.39,1248.1,0,0.0,106
CL000018,2025-11,61066.6,64.0,0,0.0,8
CL000019,2025-11,493582.93,391.5,0,0.0,244
CL000021,2025-11,254135.53,259.5,0,0.0,43
CL000022,2025-11,24642.79,22.7,4,2083.28,64
CL000024,2025-11,826161.35,1061.8,0,0.0,171
CL000025,2025-11,241198.47,201.0,0,0.0,197
CL000026,2025-11,560839.08,605.9,0,0.0,64
CL000028,2025-11,134713.85,141.6,0,0.0,15
CL000029,2025-11,84168.99,75.8,0,0.0,23
CL000030,2025-11,766856.26,602.2,0,0.0,289
CL000031,2025-11,88265.25,86.6,0,0.0,9
CL000034,2025-11,402131.91,467.4,0,0.0,77
CL000037,2025-11,44617.86,45.9,0,0.0,19
CL000039,2025-11,152428.17,114.3,4,0.0,77
CL000041,2025-11,122270.5,157.0,0,0.0,20
CL000043,2025-11,89616.65,69.5,0,0.0,18
CL000044,2025-11,801752.62,764.3,0,0.0,264
CL000045,2025-11,23018.69,26.5,1,2089.18,22
CL000046,2025-11,548043.6,712.2,0,0.0,226
CL000047,2025-11,284705.54,322.6,1,0.0,148
CL000048,2025-11,262995.19,264.3,1,0.0,93
CL000049,2025-11,24684.72,26.5,0,0.0,14
CL000050,2025-11,57780.96,34.0,1,2161.88,5
CL000051,2025-11,413756.54,473.3,0,993.55,108
CL000052,2025-11,855139.22,962.8,0,0.0,109
CL000055,2025-11,230422.02,205.2,0,0.0,20
CL000056,2025-11,335261.71,332.2,0,0.0,231
CL000057,2025-11,839836.53,1031.8,0,0.0,132
CL000058,2025-11,42168.59,46.9,0,1165.51,17
CL000059,2025-11,108804.88,103.0,1,0.0,20
CL000061,2025-11,602589.03,381.4,0,0.0,137
CL000062,2025-11,113175.49,128.7,1,0.0,19
