client_id,month,revenue,traffic_gb,n_tickets,debt,n_sim
CL000001,2025-02,1555960.16,1557.7,1,0.0,65
CL000002,2025-02,2025521.0,2420.5,0,0.0,118
CL000004,2025-02,109774.92,131.2,0,0.0,16
CL000006,2025-02,125117.25,120.9,0,0.0,22
CL000007,2025-02,248843.02,255.9,0,0.0,10
CL000008,2025-02,463993.79,539.2,0,0.0,51
CL000011,2025-02,249560.99,223.7,0,1047.09,180
CL000012,2025-02,55466.66,53.4,0,1246.58,9
CL000013,2025-02,117608.39,158.1,0,0.0,20
CL000014,2025-02,189190.05,231.7,0,0.0,10
CL000015,2025-02,148740.97,167.6,0,0.0,13
CL000016,2025-02,139232.07,136.3,0,0.0,6
CL000017,2025-02,1119460.2,796.2,0,0.0,120
CL000020,2025-02,2148806.02,2142.7,0,0.0,157
CL000021,2025-02,338936.11,360.7,0,0.0,45
CL000024,2025-02,903019.24,1001.0,1,0.0,175
CL000025,2025-02,229839.77,176.9,0,0.0,216
CL000026,2025-02,477116.72,450.2,0,0.0,62
CL000027,2025-02,143011.14,116.1,0,918.0,7
CL000028,2025-02,131713.6,152.0,0,0.0,16
CL000030,2025-02,834039.73,826.9,0,0.0,261
CL000031,2025-02,84315.18,99.2,0,0.0,9
CL000033,2025-02,117059.85,108.3,0,0.0,5
CL000034,2025-02,413549.19,478.0,0,0.0,90
CL000036,2025-02,560600.09,591.6,0,0.0,251
CL000037,2025-02,40043.36,40.3,0,0.0,22
CL000038,2025-02,117435.26,142.6,0,0.0,20
CL000039,2025-02,618656.45,610.2,1,0.0,127
CL000040,2025-02,242504.74,213.9,1,0.0,8
CL000041,2025-02,135864.62,125.8,0,0.0,20
CL000042,2025-02,1711033.45,1717.6,0,0.0,99
CL000044,2025-02,771359.01,745.4,0,0.0,288
CL000045,2025-02,407806.68,485.8,0,0.0,55
CL000046,2025-02,511773.48,519.7,0,0.0,233
CL000047,2025-02,267100.91,235.2,0,0.0,186
CL000051,2025-02,509672.45,502.3,1,0.0,112
CL000052,2025-02,706469.78,490.3,0,0.0,113
CL000054,2025-02,420127.52,406.3,0,0.0,181
CL000055,2025-02,246599.08,255.5,0,0.0,20
CL000056,2025-02,352029.13,280.4,0,0.0,236
CL000057,2025-02,604319.2,696.2,0,0.0,126
