client_id,month,revenue,traffic_gb,n_tickets,debt,n_sim
CL000001,2025-12,1396388.13,1334.2,0,0.0,67
CL000004,2025-12,112665.13,102.4,0,0.0,14
CL000006,2025-12,77561.05,71.8,0,0.0,18
CL000007,2025-12,2266.51,2.3,1,0.0,5
CL000008,2025-12,582986.55,611.8,0,0.0,56
CL000009,2025-12,231480.19,179.7,2,0.0,191
CL000013,2025-12,94289.54,93.6,1,0.0,22
CL000015,2025-12,148253.43,166.7,0,0.0,12
CL000016,2025-12,69335.2,56.6,0,0.0,4
CL000017,2025-12,1243899.8,1594.1,0,0.0,108
CL000018,2025-12,59622.72,72.5,0,0.0,8
CL000019,2025-12,475502.44,478.3,0,0.0,225
CL000021,2025-12,261206.87,283.2,0,0.0,51
CL000024,2025-12,831559.93,911.9,0,0.0,164
CL000025,2025-12,239127.03,221.4,0,0.0,204
CL000026,2025-12,552360.71,594.2,0,0.0,68
CL000028,2025-12,133438.57,152.0,0,0.0,14
CL000029,2025-12,55474.56,53.0,0,738.19,19
CL000030,2025-12,732383.02,630.2,0,0.0,277
CL000031,2025-12,87489.12,81.3,0,0.0,9
CL000034,2025-12,390537.74,338.1,1,0.0,79
CL000037,2025-12,47421.06,54.8,3,0.0,22
CL000039,2025-12,19585.78,21.6,1,0.0,59
CL000041,2025-12,124520.2,126.8,0,0.0,21
CL000043,2025-12,84221.48,94.0,0,0.0,19
CL000044,2025-12,819594.63,975.1,0,0.0,300
CL000045,2025-12,4228.66,2.7,3,0.0,17
CL000046,2025-12,520165.31,410.2,0,0.0,237
CL000047,2025-12,177173.62,163.7,0,613.91,132
CL000048,2025-12,262949.34,265.0,0,0.0,94
CL000049,2025-12,10479.74,10.5,0,0.0,8
CL000050,2025-12,23342.12,21.4,1,1666.38,3
CL000051,2025-12,410967.27,476.7,0,0.0,112
CL000052,2025-12,762660.32,828.4,0,0.0,114
CL000055,2025-12,242746.69,218.9,0,0.0,20
CL000056,2025-12,327130.19,397.2,0,0.0,210
CL000057,2025-12,878205.79,989.0,0,0.0,133
CL000058,2025-12,20963.13,23.7,0,0.0,18
CL000059,2025-12,111467.36,121.4,0,0.0,18
CL000061,2025-12,557090.53,530.1,0,0.0,131
CL000062,2025-12,109479.12,100.9,0,0.0,19
CL000064,2025-12,312326.94,415.7,0,0.0,176
CL000065,2025-12,1259.89,1.1,2,0.0,10
CL000066,2025-12,26785.43,32.3,1,0.0,18
CL000068,2025-12,1131647.26,1345.8,0,0.0,167
CL000069,2025-12,214893.1,202.2,0,0.0,117
CL000071,2025-12,404315.66,381.3,0,1129.41,90
CL000073,2025-12,686948.06,749.0,0,0.0,295
CL000074,2025-12,964972.0,993.6,2,0.0,45
CL000075,2025-12,124639.85,143.6,0,1055.31,8
CL000076,2025-12,59872.33,61.9,0,0.0,17
CL000077,2025-12,348483.23,330.0,0,0.0,164
CL000079,2025-12,347187.96,343.3,0,0.0,190
CL000080,2025-12,588353.58,527.3,1,0.0,192
CL000082,2025-12,518734.91,570.5,0,0.0,134
CL000084,2025-12,545606.69,713.2,1,0.0,139
CL000085,2025-12,1755827.06,1981.1,0,0.0,233
CL000088,2025-12,285855.48,322.8,2,1746.11,79
CL000089,2025-12,33976.97,34.0,2,514.93,8
CL000090,2025-12,50219.59,52.0,0,0.0,7
CL000091,2025-12,74546.37,96.1,0,0.0,16
CL000092,2025-12,128019.49,126.4,0,0.0,17
CL000093,2025-12,66572.36,67.9,0,0.0,11
CL000094,2025-12,133116.79,133.9,0,0.0,18
CL000096,2025-12,192789.05,246.4,0,0.0,22
CL000099,2025-12,496942.66,401.9,0,0.0,31
CL000101,2025-12,130227.79,144.1,0,0.0,5
CL000102,2025-12,90951.79,83.1,0,0.0,15
CL000103,2025-12,205224.7,219.7,1,0.0,20
CL000104,2025-12,3860.4,3.4,0,0.0,9
CL000105,2025-12,213893.13,226.5,0,0.0,7
CL000106,2025-12,163988.62,175.5,0,0.0,23
CL000107,2025-12,95877.99,84.8,1,0.0,16
CL000108,2025-12,67009.7,63.3,0,0.0,23
CL000110,2025-12,976880.62,910.9,0,0.0,194
CL000112,2025-12,847827.03,972.2,0,0.0,282
CL000116,2025-12,691745.92,679.9,0,0.0,144
CL000119,2025-12,72070.63,71.8,0,0.0,14
CL000120,2025-12,431014.88,355.3,0,0.0,70
CL000121,2025-12,54185.18,48.9,1,0.0,10
CL000122,2025-12,487080.15,479.0,0,0.0,256
CL000123,2025-12,18019.24,20.7,2,0.0,3
CL000124,2025-12,548079.4,521.6,0,0.0,93
CL000125,2025-12,167153.69,131.5,1,0.0,7
CL000126,2025-12,120864.55,149.8,0,0.0,14
CL000127,2025-12,77865.98,74.4,0,0.0,6
CL000129,2025-12,416554.59,504.7,0,0.0,44
CL000130,2025-12,848.08,1.0,1,2542.97,6
CL000133,2025-12,171105.72,117.0,0,0.0,20
CL000135,2025-12,2132.65,1.6,2,732.39,1
CL000136,2025-12,8789.9,6.5,0,0.0,2
CL000139,2025-12,46679.61,51.8,1,2103.93,25
CL000140,2025-12,134688.23,120.4,0,0.0,23
CL000143,2025-12,418658.38,477.2,1,0.0,230
CL000144,2025-12,107465.25,117.5,3,0.0,27
CL000145,2025-12,80365.52,65.9,0,0.0,9
CL000148,2025-12,2070511.26,2463.0,1,0.0,179
CL000149,2025-12,50444.7,51.1,1,0.0,26
CL000150,2025-12,86921.02,89.9,0,1225.06,20
CL000151,2025-12,271047.35,305.7,0,0.0,9
CL000152,2025-12,94017.82,90.5,0,0.0,17
CL000153,2025-12,85665.16,106.3,0,0.0,24
CL000156,2025-12,59013.84,60.3,0,0.0,16
CL000159,2025-12,118721.29,111.3,0,0.0,14
CL000160,2025-12,102478.03,104.4,0,0.0,22
CL000161,2025-12,254621.36,247.2,1,0.0,132
CL000164,2025-12,62651.13,54.1,1,0.0,7
CL000167,2025-12,97993.59,120.2,0,0.0,23
CL000168,2025-12,973668.4,952.3,0,0.0,232
CL000171,2025-12,680968.55,584.8,1,0.0,176
CL000172,2025-12,390724.89,415.3,0,0.0,25
CL000173,2025-12,449547.71,542.8,1,0.0,276
CL000174,2025-12,91577.03,76.4,0,0.0,5
CL000175,2025-12,737273.89,728.6,0,0.0,220
CL000176,2025-12,1358266.47,1098.3,0,0.0,283
CL000177,2025-12,212191.41,198.3,2,0.0,201
CL000178,2025-12,542.98,0.6,2,2395.76,3
CL000180,2025-12,2111364.23,2392.0,0,0.0,122
CL000182,2025-12,65087.67,53.7,1,0.0,16
CL000183,2025-12,245023.58,170.6,1,0.0,196
CL000184,2025-12,883725.25,707.8,1,0.0,154
CL000185,2025-12,48683.44,36.9,0,0.0,25
CL000186,2025-12,42643.52,36.0,1,932.14,73
CL000187,2025-12,115323.03,124.6,0,0.0,22
CL000188,2025-12,314134.08,341.0,0,0.0,278
CL000190,2025-12,1249382.19,1341.2,0,0.0,54
CL000195,2025-12,99903.28,129.5,0,0.0,18
CL000198,2025-12,36573.26,34.5,0,0.0,11
CL000200,2025-12,916034.75,677.9,0,0.0,272
CL000204,2025-12,435753.48,428.8,0,0.0,277
CL000207,2025-12,187814.89,179.5,0,0.0,22
CL000209,2025-12,62115.06,43.9,1,26.84,100
CL000210,2025-12,123195.06,110.0,0,0.0,14
CL000213,2025-12,4516.69,5.3,1,1555.45,11
CL000214,2025-12,137112.03,142.2,1,0.0,8
CL000215,2025-12,79660.76,73.3,0,0.0,5
CL000219,2025-12,978885.86,1073.4,0,0.0,95
CL000220,2025-12,78809.51,76.2,0,0.0,23
CL000224,2025-12,775827.04,624.8,0,0.0,138
CL000226,2025-12,483733.8,467.7,0,0.0,182
CL000227,2025-12,92214.68,103.4,0,0.0,17
CL000231,2025-12,1205144.92,1412.5,0,0.0,125
CL000233,2025-12,634346.99,601.7,0,0.0,38
CL000234,2025-12,54871.43,48.9,1,1296.67,10
CL000235,2025-12,1203314.94,1052.8,0,0.0,266
CL000240,2025-12,137289.19,128.7,0,0.0,10
CL000242,2025-12,13376.09,15.0,0,1388.49,9
CL000244,2025-12,2094101.97,2071.7,0,1229.56,104
CL000245,2025-12,959090.01,871.1,1,0.0,161
CL000246,2025-12,359546.84,427.7,0,0.0,83
CL000250,2025-12,229654.64,220.1,0,1830.54,18
CL000251,2025-12,2415569.35,2336.1,1,0.0,189
CL000254,2025-12,468113.02,387.3,0,0.0,244
CL000255,2025-12,123953.21,121.5,0,0.0,100
CL000261,2025-12,30447.8,29.4,0,0.0,10
CL000262,2025-12,191343.06,184.0,0,0.0,5
CL000263,2025-12,1551398.02,1669.4,0,0.0,194
CL000264,2025-12,199923.25,191.4,0,0.0,230
CL000267,2025-12,490639.06,582.7,0,0.0,213
CL000272,2025-12,115732.71,84.6,0,0.0,9
CL000278,2025-12,536745.11,604.7,0,0.0,169
CL000279,2025-12,98698.28,108.6,0,0.0,17
CL000280,2025-12,56492.43,59.4,1,0.0,10
CL000281,2025-12,605763.73,696.0,0,0.0,109
CL000283,2025-12,108247.29,88.8,0,0.0,24
CL000284,2025-12,32612.57,27.5,0,0.0,21
CL000285,2025-12,60069.97,56.6,0,0.0,19
CL000288,2025-12,23177.97,24.4,0,0.0,2
CL000290,2025-12,7756.66,7.0,2,850.1,3
CL000291,2025-12,67332.5,53.4,0,0.0,12
CL000292,2025-12,1938463.13,2306.7,0,0.0,302
CL000293,2025-12,122833.24,113.9,0,0.0,11
CL000295,2025-12,113866.27,109.4,0,0.0,12
CL000296,2025-12,94297.94,116.9,0,0.0,23
CL000297,2025-12,734450.73,727.6,1,0.0,202
CL000298,2025-12,485569.39,587.8,0,0.0,72
CL000299,2025-12,902540.35,788.8,0,0.0,286
CL000301,2025-12,198005.31,150.0,0,0.0,272
CL000304,2025-12,64288.09,62.6,0,0.0,14
